index,max_temp_scaled,weekly,items,daily,month_category_mean_sales_AMT,price,weekofyear,mcode,accumulated_exposure_time,sim_salesAMT_new,rain_per_hour,time_hour,plus_set,상품군,xgboost,lgbm,salesAMT,xg_mape,lg_mape
323,14.82555657,-0.060651271,2,0.533182968,22871352.15,69900,1,100377,20,9879714.286,0,22,0,의류,9137962,9080003.202,8949000,2.111543189,1.463886493
34537,10.52555657,0.285390468,2,-0.022637898,25249327.94,60800,51,100483,40,20394196.72,0,8,0,주방,29436204,28951488.4,28826000,2.116852841,0.435330601
23068,11.57444343,-0.060651271,1,-0.467612803,28591673,69000,34,100094,40,13284083.33,0,6,0,의류,7365439.5,7492015.011,7212000,2.127558236,3.882626325
28516,3.774443434,-0.084914322,1,0.153863859,42026068.6,60900,42,100172,20,19390333.33,0,15,1,농수축,16300860,16422122.12,16656000,2.132204611,1.404165928
2235,16.32555657,-0.084914322,1,0.458915225,44839034.93,59900,4,100801,20,39681096.77,0,20,0,농수축,29696630,28293054.86,29074000,2.141535392,2.686060206
7945,1.325556566,-0.039338791,1,0.051657459,23764607.14,59800,13,100226,20,29521000,0,12,1,생활용품,16597088,17464472.56,16249000,2.142211828,7.480291483
24326,10.17444343,-0.116415152,4,0.137442451,19774140.28,158000,36,100448,60,10664525.42,2.1,9,0,주방,5776802,6554851.894,5904000,2.154437669,11.0239142
33643,15.52555657,-0.114400138,4,0.261774292,25249327.94,158000,50,100448,40,13070029.41,0,15,0,주방,6174932,2872039.445,6311000,2.156045001,54.49153154
26715,10.97444343,-0.205441576,1,0.286445463,25001906.67,59900,40,100558,40,30740666.67,0,9,0,건강기능,34195896,35927593.96,33474000,2.156587202,7.329849925
23630,7.474443434,-0.104576464,1,0.35157438,41613289.11,55900,35,100010,40,30740666.67,29.4,19,0,농수축,44954748,47770667.68,45946000,2.157428285,3.971330873
31748,1.625556566,-0.102704378,3,0.175498694,18005336.11,178000,47,100372,40,22212666.67,0,16,0,생활용품,10457682,10618048.63,10689000,2.164075218,0.663779327
18437,13.57444343,0.247577794,1,0.387050417,42318185.29,40900,27,100511,40,51844066.67,0,18,0,농수축,47948190,54011445.86,49011000,2.168513191,10.20270116
21772,17.57444343,0.183597987,1,-0.237553502,25579259.26,59000,32,100766,40,31673291.67,0,7,1,이미용,35605772,33698907.54,34849000,2.171574507,3.300216541
30796,4.425556566,-0.100313128,1,0.125426597,25777141.76,79900,46,100277,40,34578166.67,0,8,0,속옷,37319092,36420262.98,38148000,2.172874069,4.529036967
11789,6.374443434,-0.114400138,1,0.137310171,18585525.42,59800,18,100475,20,32028833.33,0,12,1,주방,20524994,20576988.91,20982000,2.178085978,1.930278776
299,14.82555657,-0.084914322,1,0.153863859,44839034.93,50900,1,100199,20,36571688.89,0,15,0,농수축,29203844,29738701.46,28581000,2.17922396,4.050598145
14607,5.674443434,-0.068335996,1,0.319832723,40215448.56,38900,22,100167,40,51803740.74,0,16,1,농수축,50488870,48042998.64,51618000,2.187473362,6.925881199
13974,7.574443434,-0.072768893,1,0.222663651,17136389.38,89000,21,100635,60,27191904.76,0,10,0,생활용품,40476110,45499563.06,39608000,2.191754191,14.87467951
2773,16.12555657,-0.107315549,2,-0.368597448,24368974.19,39800,5,100781,40,6318666.667,0,6,0,잡화,3634193.5,3826095.516,3716000,2.201466631,2.962742624
27535,0.874443434,-0.039338791,3,-0.4581107,18621258.55,198000,41,100372,60,15748911.11,0,6,0,생활용품,19674338,22199439.84,20118000,2.205298737,10.34615686
27922,7.174443434,-0.060651271,2,0.533182968,22330113.01,79900,41,100248,20,23705000,0,22,0,의류,12028542,13342263.04,12300000,2.20697561,8.473683292
26562,10.27444343,0.274616167,2,0.17700632,17189035.5,39800,39,100164,60,18416151.52,0,14,1,잡화,33663470,34229989.57,32936000,2.208738159,3.928800018
5637,4.225556566,0.027469028,2,0.298553202,18582362.35,439000,9,100150,60,24212832.73,0,21,0,가전,41561260,40827795.58,42501000,2.211100915,3.936858949
3350,12.62555657,-0.136017369,1,0.234351248,33136522.22,39800,6,100074,60,57121828.95,0,9,1,이미용,42636428,43178235.48,41711000,2.218666539,3.517622399
18212,16.07444343,-0.035936949,1,0.25218664,27792072.46,59000,27,100055,20,19383000,0,10,0,건강기능,28606898,25451428.56,29257000,2.22203917,13.00738778
7201,4.525556566,-0.041572171,1,0.588275586,24775554.74,99000,12,100695,60,41379500,0,22,0,속옷,67713490,64145864.02,66241000,2.222928398,3.162899082
34333,15.82555657,-0.064480057,2,0.122244288,23062039.71,49900,51,100288,40,16397755.56,0,15,1,속옷,18269412,17385645.43,18686000,2.229412394,6.958977704
27021,8.374443434,-0.136017369,1,0.234351248,34946095.54,54000,40,100327,60,13042533.33,2,9,1,이미용,95869270,91535095.41,93770000,2.238743735,2.383389769
13791,1.274443434,-0.085322738,1,0.387050417,40215448.56,49900,21,100322,60,44763076.92,6.1,18,0,농수축,59396436,65417071.18,60760000,2.244180382,7.664699118
22772,13.87444343,-0.090415159,2,-0.464241256,20216423.08,69800,34,100102,20,24125743.59,0,6,1,주방,1835348.4,1018239.273,1795000,2.247821727,43.27357811
1847,14.72555657,-0.085322738,1,0.261640485,44839034.93,61000,4,100849,40,45227941.52,0,12,0,농수축,45606884,48772889.59,46658000,2.252809808,4.532748059
29294,4.025556566,0.180635192,1,0.319832723,42026068.6,43900,43,100511,60,48861810.81,0,16,0,농수축,66062148,70266445.31,67586000,2.254685882,3.965977144
11796,6.374443434,-0.064480057,1,0.150390113,32002723.34,99900,18,100079,60,51291133.33,0,14,0,속옷,77590760,79688338.03,79383000,2.257712608,0.384639073
6554,11.02555657,-0.06717408,2,0.251596545,20765840.74,59900,11,100377,60,14350692.31,0,9,0,의류,16502514,13430164.1,16138000,2.258730946,16.77925329
2435,14.42555657,-0.166125508,1,-0.467612803,22871352.15,29900,5,100458,20,11500666.67,0,6,1,의류,8843590,9025008.755,9048000,2.259173298,0.254103061
23557,11.27444343,-0.083795843,1,0.692004755,41613289.11,40900,35,100166,40,7898555.556,0,21,1,농수축,56095200,61142267.4,57394000,2.262954316,6.530765245
22317,9.674443434,-0.148632402,2,-0.06077338,20045550.85,434000,33,100156,60,24573400,8.1,14,0,가전,24512344,28936017.94,23969000,2.266861363,20.72267489
23266,10.97444343,0.128115419,2,0.162157238,27131316.13,59000,34,100618,60,7720708.333,0,13,1,속옷,15985208,16188030.16,16356000,2.267009049,1.026961596
4472,13.02555657,0.0074426,6,0.536846909,13707665.07,649000,8,100500,20,7162115.942,0,23,0,가구,3292618.8,1948142.957,3369000,2.267177204,42.17444473
17895,11.17444343,-0.06717408,1,-0.467612803,28460266.9,29800,27,100569,60,4849200,0,6,0,의류,22807630,21680087.97,22302000,2.267195767,2.78859307
4208,17.42555657,0.231969029,1,0.096874234,23619137.55,269000,7,100049,20,23181928.57,0,8,0,의류,16367302,14598561.97,16747000,2.267259808,12.82879337
28631,4.174443434,0.274616167,1,0.093837524,15427463.77,59000,42,100069,20,33677000,0,13,0,잡화,24435574,27047739.58,25004000,2.273340266,8.173650526
8186,4.325556566,-0.060651271,2,-0.104543221,20765840.74,69900,13,100346,40,8571666.667,0,24,0,의류,19506076,17774754.86,19960000,2.274168337,10.94812195
1550,12.22555657,-0.060651271,1,0.096874234,22871352.15,79000,3,100369,60,24792958.33,0,8,1,의류,24266228,24896280.35,24831000,2.274463372,0.262898604
25440,10.07444343,-0.090415159,4,0.139560087,19774140.28,198000,38,100837,20,5158178.082,0,14,0,주방,1538172.1,2367223.464,1574000,2.276232529,50.39539163
12035,8.474443434,0.184754912,1,0.122244288,32002723.34,44000,18,100283,40,14502000,0,15,1,속옷,53341350,50785222.83,52150000,2.284467881,2.61702237
20615,9.274443434,0.285390468,4,0.336260727,19597057.04,158000,30,100448,60,10664525.42,11.3,16,0,주방,8168034.5,10200084.77,8359000,2.284549587,22.02517975
3137,8.825556566,-0.06717408,2,0.211781816,23619137.55,49000,6,100585,40,12537282.05,0,10,0,의류,12696848,12508247.1,12413000,2.286699428,0.767317321
3568,20.82555657,0.180635192,1,0.319832723,42765882.56,59900,6,100491,20,66839738.1,0,16,0,농수축,31662010,30987423.92,30953000,2.29060188,0.111213515
27774,0.874443434,-0.052175291,1,0.232579904,18621258.55,59800,41,100052,40,8344600,0,9,0,생활용품,39917780,40773290.6,40854000,2.291623831,0.197555687
15982,7.174443434,-0.01147721,2,0.03553095,14385833.72,439000,24,100150,60,24212832.73,0,20,0,가전,35613628,35363608.97,36449000,2.291892782,2.977834875
5374,6.125556566,0.030412354,1,0.235162826,29138615.38,77000,9,100321,20,4159833.333,0,14,0,건강기능,27461324,28045114.09,26845000,2.295861427,4.470531164
5941,6.025556566,-0.090415159,4,0.400723402,16204961.94,148000,10,100448,60,8951435.897,0,20,0,주방,10353502,12824469.92,10121000,2.297223595,26.71149013
35076,12.82555657,0.274616167,7,0.272063351,17738822.7,690000,52,100036,30.1,16887888.89,0,10,0,잡화,7769082,8686720.419,7952000,2.30027666,9.239441891
29095,4.874443434,-0.083072095,1,0.239271583,15427463.77,59000,43,100069,40,33677000,0,9,0,잡화,33955440,34931636.88,34755000,2.30056107,0.508234445
18111,13.87444343,-0.057391615,1,0.251596545,28460266.9,39800,27,100042,40,14476083.33,0,9,0,의류,43578440,41314659.76,42591000,2.31842408,2.996736952
7399,4.325556566,-0.046117263,3,0.302164008,22286819.33,44000,12,100489,60,8884333.333,0,20,0,잡화,34110520,29937719.52,33337000,2.320304766,10.1967198
23765,9.974443434,0.232652217,2,0.218500951,20216423.08,119000,35,100097,20,21593000,0,11,0,주방,14915606,16771071,15270000,2.320851343,9.830196482
12689,7.874443434,-0.060947394,1,0.122244288,32002723.34,39900,19,100281,10,18285010.42,0,15,1,속옷,7322879.5,7598158.582,7497000,2.322535681,1.349320822
27271,2.974443434,0.180635192,2,0.060075956,42026068.6,38900,40,100545,40,36561272.73,0.5,14,1,농수축,22846140,24535407.99,23390000,2.325181702,4.896998657
11787,6.374443434,-0.064480057,1,0.310867658,32002723.34,69900,18,100445,40,39499541.67,0,11,0,속옷,38399196,38668966.1,37525000,2.329636243,3.048543908
11816,6.374443434,-0.104576464,2,0.35157438,40215448.56,30900,18,100166,60,7898555.556,0,19,1,농수축,42565730,41934831.51,43582000,2.331857189,3.77946972
15198,10.57444343,-0.166125508,1,0.44068645,24011919.64,49000,23,100715,20,27211333.33,0,20,0,의류,18836876,19215050.52,19288000,2.33888428,0.378211755
21237,15.47444343,0.184625904,1,0.275612163,28591673,39900,31,100416,40,62713666.67,8.3,15,0,의류,58220016,58622242.83,59615000,2.339988258,1.665280836
16450,8.274443434,0.184625904,1,0.211781816,24011919.64,1590000,24,100352,40,33247800,0,10,0,의류,44366836,40158689.96,43347000,2.352725679,7.355318804
28910,5.474443434,-0.068335996,1,0.319832723,42026068.6,39900,43,100704,60,28203750,0,16,0,농수축,38672708,43261250.67,39607000,2.358906254,9.226274828
30112,1.374443434,-0.062356211,1,0.669989061,51056658.68,39800,45,100074,40,43035875,0,20,1,이미용,82757040,86658213.73,80849000,2.360004453,7.185263552
2521,11.92555657,-0.068335996,1,-0.185902294,44839034.93,32900,5,100844,40,38539531.91,0,8,0,농수축,28786706,30534732.98,29483000,2.361679612,3.56725224
16518,7.274443434,-0.205441576,1,-0.444478125,31575252.87,79000,25,100653,40,14034421.05,0,6,1,건강기능,17218146,15147806.3,17635000,2.363787922,14.10373521
29641,1.225556566,-0.044419378,3,0.12774552,26219862.2,89000,44,100610,60,3860722.222,0,19,0,속옷,15954196,17700487.84,15585000,2.368918832,13.5738713
19035,10.77444343,0.232652217,4,0.202477446,19597057.04,289000,28,100765,40,15741303.03,0,19,0,주방,11319060,11569975.77,11057000,2.370082301,4.63937565
17957,11.17444343,-0.090415159,4,0.202477446,19597057.04,219000,27,100765,60,5415545.455,0,19,0,주방,9207482,10639434.21,8993000,2.384988324,18.30795299
27347,3.774443434,0.184625904,1,0.096874234,22330113.01,39000,40,100458,40,28312222.22,0,8,0,의류,45590680,45261600.6,46709000,2.394228093,3.098759122
8074,2.725556566,-0.044419378,1,0.588275586,24775554.74,99900,13,100717,40,19624666.67,0,22,0,속옷,54597108,57978904.73,53320000,2.395176294,8.737630776
7573,10.62555657,-0.107315549,3,0.275019579,22286819.33,69000,12,100489,40,7270444.444,0,15,0,잡화,13927190,14081274.88,14269000,2.395472703,1.315615105
19253,8.474443434,-0.085322738,1,0.060075956,42318185.29,55900,29,100010,40,30740666.67,4.3,14,0,농수축,43784924,42797190.53,42759000,2.399317103,0.089315761
8051,2.725556566,-0.083385523,1,0.336260727,16204961.94,60900,13,100088,40,31927133.33,0,16,1,주방,42800760,42613144.81,43856000,2.406147391,2.833945611
33496,8.125556566,-0.044419378,1,-0.443862404,23062039.71,69000,50,100620,37.16666667,11925000,0,25,1,속옷,18418790,23105044.71,18873000,2.406665607,22.42380493
19535,13.17444343,-0.083072095,5,-0.156539629,15178712.42,198000,29,100189,20,9953285.714,0,7,0,잡화,3504261.8,3996735.987,3591000,2.415433027,11.29869082
4911,4.425556566,0.180635192,1,0.324987012,42765882.56,59900,8,100832,20,37218238.1,0,11,0,농수축,24986188,24406217.04,25606000,2.420573303,4.685554017
30093,1.374443434,-0.129815241,1,0.261774292,23444860.13,109800,45,100255,20,12514666.67,0,15,0,주방,29067080,30675110.56,29789000,2.423444896,2.974623386
8441,10.52555657,0.285390468,4,0.261774292,16204961.94,198000,13,100837,40,5746769.231,0,15,0,주방,5741348,6692288.425,5884000,2.424405167,13.73705685
34307,15.82555657,-0.052175291,6,0.222663651,16329733.46,198000,51,100372,40,18098444.44,0,10,1,생활용품,6236766.5,7133229.836,6392000,2.428559136,11.59621145
10456,2.725556566,-0.102704378,4,-0.070390972,16938677.63,450000,16,100182,40,2602000,0,24,0,생활용품,18637924,18955801.37,18196000,2.428687624,4.175650532
18761,8.374443434,-0.083072095,2,-0.204211254,15178712.42,178000,28,100292,40,10072333.33,2.7,24,0,잡화,21309660,21341473.58,21841000,2.432764068,2.28710418
13623,6.974443434,0.027469028,4,0.432869159,14765204.95,809000,20,100290,20,7442687.5,0,22,0,가전,1659608,3454960.777,1701000,2.433392122,103.1135084
20561,9.274443434,0.395615062,3,-0.586468382,11224098.36,59900,30,100139,60,9304880.952,11.3,6,1,침구,9540810,10727904.13,9314000,2.435151385,15.18041801
1737,14.92555657,0.089832959,2,0.043388205,16204862.75,489000,3,100150,20,29525570.91,0,11,0,가전,11490178,11807413.77,11217000,2.435392707,5.263562174
19403,9.874443434,-0.061928609,1,-0.360655115,28460266.9,59900,29,100809,20,49754666.67,4.4,25,0,의류,9969370,12725153.7,9732000,2.439066995,30.75579228
35298,23.42555657,-0.11519291,2,0.069650581,17738822.7,49000,1,100390,40,22216625,0,8,0,잡화,13231986,14108684.54,13563000,2.440566246,4.023332162
7928,1.325556566,-0.039338791,1,0.094167794,23764607.14,39000,13,100134,20,27233500,0,8,0,생활용품,14818006,14984896.14,15189000,2.442517611,1.343760988
31736,1.625556566,-0.102704378,1,0.151573013,18005336.11,119000,47,100029,40,31909333.33,0,14,0,생활용품,31846680,33899286.73,31087000,2.443722456,9.046504106
19363,9.874443434,-0.068335996,1,0.319832723,42318185.29,55900,29,100010,40,30740666.67,4.4,16,0,농수축,53504236,48775355.87,52226000,2.447508904,6.60713846
18827,6.974443434,-0.114400138,1,0.261774292,19597057.04,109800,28,100255,20,12514666.67,1.6,15,0,주방,20475914,20917891.9,20991000,2.453842123,0.348283082
26439,8.074443434,-0.084914322,2,0.242579205,42699481.74,38900,39,100545,40,20479515.15,0,10,0,농수축,30915734,32906988.73,30174000,2.458189169,9.057429347
20774,11.87444343,-0.11519291,2,0.17700632,15178712.42,34800,31,100731,20,18929095.24,0.8,14,1,잡화,11821738,10658382.27,12120000,2.460907591,12.05955223
9506,8.725556566,-0.083385523,2,0.137442451,17244798.05,119000,15,100097,40,21593000,1.9,9,0,주방,21344416,22464180.36,20831000,2.464672843,7.840143812
22786,13.87444343,-0.068335996,2,0.242579205,41613289.11,38900,34,100545,40,36561272.73,0,10,1,농수축,19433318,21597672.96,19925000,2.467663739,8.394845452
4984,5.225556566,0.128115419,1,0.125426597,17884402.74,79900,8,100081,60,33271314.81,0,8,0,속옷,69689050,64163390.2,68010000,2.468828114,5.655947354
4191,18.02555657,0.274616167,2,-0.204211254,24368974.19,139000,7,100293,20,10656787.88,0,24,0,잡화,2556223.2,5521153.728,2621000,2.471453644,110.6506573
26502,8.074443434,-0.009331447,1,-0.156689407,13268780.7,89000,39,100230,56.85,26819000,0,25,0,가구,18601138,20203086.57,19073000,2.473978923,5.925059339
22907,11.47444343,-0.044419378,1,0.162157238,27131316.13,49900,34,100275,40,14502000,0.5,13,1,속옷,33637770,35708841.84,34492000,2.47660327,3.527895846
3608,20.82555657,0.231969029,2,0.224260812,23619137.55,49000,6,100585,20,12537282.05,0,23,0,의류,14634826,14216780.88,15007000,2.480002665,5.265670122
22437,10.57444343,-0.084914322,1,0.41029763,41613289.11,39900,33,100499,20,36863473.68,0.1,17,1,농수축,49454230,45038217.75,48255000,2.485193244,6.666215408
27405,3.774443434,0.089832959,6,0.298553202,23473639.27,2990000,40,100148,20,25096555.56,0,21,0,가전,15145462,11367764.05,14778000,2.486547571,23.0764376
11586,3.574443434,-0.090415159,2,0.218500951,17244798.05,171000,18,100770,40,30061875,0,11,0,주방,21880188,21370663.93,21349000,2.488116539,0.101475148
25276,11.57444343,-0.166125508,1,-0.467612803,20562719.3,69000,38,100094,50,13284083.33,0,6,0,의류,7814876,6476131.968,8015000,2.496868372,19.19985067
14091,10.27444343,-0.136017369,1,0.186410677,34136865.67,39800,21,100074,60,57121828.95,0,14,1,이미용,40520212,39528362.27,39533000,2.497184631,0.011731286
27923,7.174443434,-0.060651271,2,0.533182968,22330113.01,79900,41,100248,20,39560568.97,0,22,0,의류,7180545,6921509.342,7365000,2.504480652,6.021597526
4833,8.125556566,-0.060651271,1,0.229746207,23619137.55,29900,8,100458,40,11500666.67,0,14,1,의류,26317066,26244247.74,25674000,2.504736309,2.221109852
12181,7.574443434,0.128115419,1,0.588275586,32002723.34,99900,18,100695,30,51291133.33,0,22,0,속옷,37842076,30149083.69,38822000,2.524146103,22.34020996
17541,10.07444343,-0.027117899,3,0.534649015,14467561.73,59900,26,100139,60,9304880.952,0,14,1,침구,18961894,21515704.82,18495000,2.524433631,16.33254834
12383,2.974443434,-0.100313128,3,0.12774552,32002723.34,59000,19,100604,60,33589000,0,19,1,속옷,30089916,32169767.14,29349000,2.524501687,9.611118406
33111,17.72555657,0.232652217,4,0.202477446,25249327.94,168000,49,100448,40,27408142.86,0,19,0,주방,23092738,27206657.35,23692000,2.529385447,14.83478536
23523,11.27444343,-0.083385523,1,0.087602371,20216423.08,109800,35,100255,20,12514666.67,0,13,0,주방,24687926,22444734.27,25329000,2.530988195,11.38720726
3186,8.825556566,-0.090415159,4,0.202477446,17600938.68,208000,6,100837,40,8439518.519,0,19,0,주방,13130160,14743799.89,12806000,2.531313447,15.13196856
33886,7.925556566,0.065586436,6,-0.060031301,12016120.57,1490000,50,100373,60,28338619.05,0,8,0,가구,18529764,16107166.84,19011000,2.531355531,15.27448931
13243,7.974443434,-0.061928609,2,-0.360655115,25013217.78,59900,20,100346,40,7755333.333,0,25,0,의류,4182753.5,4699570.512,4292000,2.545351817,9.496051061
11481,1.625556566,-0.057967015,1,0.094167794,16938677.63,89000,18,100635,60,27191904.76,0,8,0,생활용품,34380924,34616936.17,35279000,2.545639049,1.876651341
29921,0.225556566,0.027469028,2,0.432869159,30525683.64,1499000,44,100155,60,35404204.55,0,22,0,가전,54371956,45957172.12,55793000,2.54699335,17.62914323
16428,8.474443434,0.027469028,2,0.333726762,14385833.72,489000,24,100150,60,29525570.91,2.1,23,0,가전,58989436,59606018.23,60532000,2.548344677,1.529739258
1537,14.92555657,-0.107315549,2,-0.441693984,17000769.91,129000,3,100293,56.1,5773030.303,0,25,0,잡화,8005645,8332802.503,8215000,2.548447961,1.433992735
32205,8.525556566,-0.083072095,2,-0.156539629,18018318.18,29800,48,100197,40,43146944.44,0,7,0,잡화,20775524,20389583.96,20259000,2.549602646,0.644572591
20594,9.274443434,0.230003248,2,0.093837524,15178712.42,29800,30,100782,60,15180900,11.3,13,0,잡화,35265760,33010918.39,34388000,2.55251832,4.004541152
21645,13.77444343,-0.064480057,2,0.382041875,27131316.13,59000,32,100618,40,26075062.5,0,20,1,속옷,34126020,36341900.75,33275000,2.557535687,9.216831705
34594,10.52555657,0.132887709,1,0.705738687,16329733.46,189000,51,100501,20,46923066.67,0,21,0,생활용품,34638760,34435443.71,35549000,2.560522096,3.132454618
16336,8.474443434,0.027469028,8,0.033300466,14385833.72,2700000,24,100148,30,11294175.82,2.1,10,0,가전,11819422,9245163.454,12131000,2.568444481,23.78894194
31837,1.225556566,0.247577794,1,-0.512512913,44676813.81,59900,47,100702,20,37377927.27,0,25,1,농수축,13447816,16624008.39,13111000,2.568957364,26.79435889
13340,9.074443434,-0.057391615,1,-0.104543221,25013217.78,39800,20,100713,40,26852347.83,0,24,0,의류,33491502,31102948.86,32652000,2.571058434,4.744123295
13157,7.974443434,-0.06717408,1,0.015719894,25013217.78,59900,20,100354,40,33208222.22,0,12,0,의류,31229010,30317568.43,30446000,2.571799251,0.421833962
25547,6.474443434,-0.083795843,1,0.319832723,42699481.74,30900,38,100046,40,18059777.78,0,16,1,농수축,21243548,21606069.82,20708000,2.586188912,4.336825478
13755,1.274443434,-0.166125508,1,0.078251851,25013217.78,1590000,21,100352,60,33247800,6.1,11,0,의류,39185188,45284462.1,38197000,2.587082755,18.55502291
8305,10.52555657,0.183597987,1,0.066002876,35182800,39900,13,100211,60,17153000,0,8,0,이미용,73153144,69107131.06,75111000,2.606616874,7.993328456
15973,7.174443434,-0.090415159,4,0.200755957,21399872.43,209000,24,100765,60,8261881.579,0,18,0,주방,14094382,16652526.85,14472000,2.609300719,15.06721151
32628,16.12555657,-0.164528347,2,0.270259003,17738822.7,59000,49,100390,40,22216625,0,17,0,잡화,17590574,18233366.75,18062000,2.610043185,0.948769489
32123,12.12555657,-0.083795843,1,0.324987012,44676813.81,36900,48,100523,40,9210666.667,0,11,0,농수축,41302476,39392045.07,42410000,2.611468993,7.116139887
11401,2.325556566,0.230003248,3,0.198031164,15906909.91,69000,17,100489,40,7270444.444,0,11,0,잡화,11374832,11923953.62,11680000,2.612739726,2.088643978
19152,12.67444343,0.247577794,1,0.387050417,42318185.29,55900,28,100010,20,30740666.67,0,18,0,농수축,29802754,31889088.76,29041000,2.62302951,9.807130462
23012,12.47444343,-0.104576464,1,0.41029763,41613289.11,38900,34,100702,20,15432500,0,17,0,농수축,21373190,24997286.57,21950000,2.627835991,13.88285452
16243,9.474443434,-0.116415152,4,0.087602371,21399872.43,148000,24,100448,60,4211187.5,0,13,0,주방,14098018,13323669.14,13737000,2.628070175,3.008887351
34553,10.52555657,0.247577794,1,0.261640485,45722596.33,49900,51,100317,40,44763076.92,0,12,0,농수축,55762564,50373816.58,54333000,2.631115528,7.286885347
14326,9.674443434,0.231969029,2,0.61216791,25013217.78,79900,21,100130,60,17179571.43,0,21,0,의류,38789036,38645241.52,39838000,2.633073949,2.994021999
10909,6.574443434,-0.068335996,1,0.319832723,40289713.45,59900,17,100849,60,50940720,0,16,0,농수축,51871790,51535956.53,50539000,2.637151507,1.972647921
20943,11.17444343,-0.104576464,1,0.324987012,41613289.11,55900,31,100010,20,30740666.67,11.3,11,0,농수축,25969748,28081808.04,25302000,2.639111533,10.98651506
13655,2.674443434,0.230003248,2,0.272063351,17716667.6,79000,20,100742,60,14296777.78,4.2,10,0,잡화,32922554,33654370.45,33815000,2.639201538,0.475024549
31468,14.92555657,-0.06717408,2,-0.004548191,30632972.7,89000,47,100128,40,5190875,0,18,0,의류,15170088,14834107.69,14780000,2.639296346,0.366087236
35012,16.32555657,-0.107315549,1,0.093837524,17738822.7,49000,52,100758,50,10968000,0,13,1,잡화,10049926,11662213.66,9791000,2.644530691,19.11156842
19491,10.27444343,-0.027333938,4,0.298553202,16994293.22,1899000,29,100149,60,11689289.86,0.7,21,0,가전,4590298,1195961.855,4715000,2.644793213,74.63495536
16527,7.274443434,-0.164528347,2,0.069650581,14283368.6,29800,25,100731,60,15101500,0,8,1,잡화,25854192,24146038.68,25188000,2.644878514,4.136737028
29101,4.874443434,-0.114400138,2,0.232774122,18339468.33,30900,43,100725,60,16838000,0,10,0,주방,18184686,15141105.08,17716000,2.645552043,14.53429058
12485,2.374443434,-0.083795843,2,0.387050417,40215448.56,30900,19,100166,20,7898555.556,0,18,1,농수축,23538190,23498954.53,24182000,2.662352163,2.824602872
6586,11.02555657,-0.100313128,1,0.122244288,24775554.74,109900,11,100780,20,25568676.47,0,15,0,속옷,13919262,14699999.33,14302000,2.676115229,2.78282291
12316,2.974443434,-0.11519291,2,-0.156539629,17716667.6,39800,19,100731,20,20929619.05,0,7,1,잡화,7857910,7636283.758,7653000,2.677512087,0.218427309
33399,8.125556566,-0.06717408,1,-0.202145744,30657781.82,69900,50,100351,40,12522000,0,7,0,의류,30144276,31675576.01,29357000,2.681731785,7.897864251
28912,5.474443434,-0.068335996,1,0.41029763,42026068.6,39900,43,100499,40,36863473.68,0,17,1,농수축,45809960,44916966.34,47073000,2.683151701,4.580191755
16381,8.474443434,0.180635192,1,0.41029763,46469437.19,49900,24,100322,40,44763076.92,2.1,17,0,농수축,70978620,70120107.58,72942000,2.691700255,3.868679804
13311,9.074443434,-0.081570266,6,0.154155272,11490069.96,1049000,20,100203,40,15633679.25,0,20,0,가구,12549370,14030733.45,12220000,2.695335516,14.81778597
30317,2.425556566,-0.081570266,3,0.699480095,13868540.74,598000,45,100205,40,20297923.81,0,22,0,가구,11301844,11425180.08,11615000,2.696134309,1.634265385
31527,12.62555657,-0.062941971,1,0.186410677,51056658.68,59000,47,100766,60,31673291.67,0,14,1,이미용,59112600,63906806.32,57558000,2.70092776,11.0302761
22556,9.874443434,-0.009331447,6,0.536846909,14225585.64,699000,33,100203,60,4838551.724,0,23,0,가구,14594998,11306217.31,14211000,2.702118078,20.440382
24499,10.57444343,0.232652217,4,0.767861733,19774140.28,208000,36,100837,60,13984678.08,0.6,23,0,주방,44382984,47364213.62,45616000,2.703034023,3.832457068
34739,12.42555657,-0.181430272,1,0.235162826,31929115.38,59900,52,100558,60,30740666.67,0,14,0,건강기능,53564390,64909015.05,52154000,2.704279633,24.45644639
28442,2.674443434,-0.104576464,1,0.387050417,42026068.6,40900,42,100053,40,50545916.67,0,18,0,농수축,28984238,28902173.51,28221000,2.704503738,2.413711459
2056,11.92555657,-0.083795843,1,0.387050417,44839034.93,59900,4,100833,60,36470157.89,0,18,0,농수축,60063996,57579123.15,61736000,2.708312816,6.733310951
1969,11.82555657,-0.100313128,3,0.12774552,27110094.63,79000,4,100597,20,14596717.39,0,19,0,속옷,1676253.9,3062920.242,1632000,2.711636029,87.6789364
27174,8.874443434,-0.107315549,2,0.17700632,15427463.77,39800,40,100164,40,18593909.09,0,14,1,잡화,15452218,15686670.17,15044000,2.713493752,4.271936763
21989,9.574443434,-0.129815241,2,0.137310171,20216423.08,154000,33,100683,30,27059921.57,12.3,12,0,주방,15866724,19635329.68,16311000,2.723781497,20.38090666
21158,17.07444343,0.180635192,1,0.153863859,41613289.11,55900,31,100202,40,30740666.67,3,15,1,농수축,40329340,42491082.13,39259000,2.72635574,8.232716384
13637,2.674443434,0.199671064,2,-0.444478125,20496055.56,75050,20,100654,40,40862402.3,4.2,6,0,건강기능,16387786,14048966.86,16848000,2.731564577,16.61344454
