repeat,items,salesAMT/total,Mcode
3,1,0.335381314,4
3,1,0.444804478,4
3,1,0.14758096,4
3,1,0.356669082,4
3,1,0.495749958,4
3,1,0.127360237,4
3,1,0.441614217,4
3,1,0.431025546,4
3,6,0.002944121,1
3,6,0.33314701,1
3,6,0.003684598,1
3,6,0.25167336,1
3,6,0.223128549,1
3,6,0.498198847,1
3,6,0.294470942,1
3,6,0.652878703,1
3,6,0.374428887,1
3,6,0.496519411,1
3,6,0.553742901,1
3,6,0.333285303,1
3,6,0.702584938,1
3,6,0.013974287,1
3,6,0.621886514,1
3,6,0.251807229,1
3,6,0.223128549,1
3,6,0.16851585,1
3,2,0.163861918,3
3,2,0.17644811,3
3,2,0.346026664,3
3,2,0.351017419,3
3,2,0.490111418,3
3,2,0.472534471,3
3,1,0.257274018,4
3,1,0.319027419,4
3,1,0.423698563,4
2,2,0.306775433,2
2,2,0.155590837,2
2,2,0.693224567,2
2,2,0.844409163,2
3,1,0.158332179,2
3,1,0.396661587,2
3,1,0.445006234,2
3,1,0.265135847,4
3,1,0.309983851,4
3,1,0.424880301,4
3,1,0.262576927,3
3,1,0.380743056,3
3,1,0.356680017,3
2,2,0.349265869,3
2,2,0.320701005,3
2,2,0.650734131,3
2,2,0.679298995,3
3,1,0.161038352,5
3,1,0.366724393,5
3,1,0.472237255,5
3,1,0.199504016,4
3,1,0.342645371,4
3,1,0.457850613,4
3,2,0.114526349,4
3,2,0.165235401,4
3,2,0.342693534,4
3,2,0.317000067,4
3,2,0.542780117,4
3,2,0.517764532,4
3,4,0.086106172,1
3,4,0.146328619,1
3,4,0.104114247,1
3,4,0.058692893,1
3,4,0.334180002,1
3,4,0.496990671,1
3,4,0.495953757,1
3,4,0.442020939,1
3,4,0.579713826,1
3,4,0.35668071,1
3,4,0.399931996,1
3,4,0.499286168,1
3,1,0.283176129,5
3,1,0.296837305,5
3,1,0.419986566,5
3,1,0.157667681,3
3,1,0.320262477,3
3,1,0.522069842,3
3,1,0.133172972,5
3,1,0.346380932,5
3,1,0.520446097,5
3,1,0.24414584,5
3,1,0.400347967,5
3,1,0.355506193,5
3,1,0.226161736,4
3,1,0.319609557,4
3,1,0.454228706,4
3,1,0.259780784,5
3,1,0.331461653,5
3,1,0.408757563,5
3,4,0.123526721,2
3,4,0.273141168,2
3,4,0.273069458,2
3,4,0.178665391,2
3,4,0.316006187,2
3,4,0.272815965,2
3,4,0.228312651,2
3,4,0.236147652,2
3,4,0.560467092,2
3,4,0.454042868,2
3,4,0.498617891,2
3,4,0.585186957,2
3,2,0.210475638,4
3,2,0.166636082,4
3,2,0.369190317,4
3,2,0.375727468,4
3,2,0.420334045,4
3,2,0.457636449,4
3,6,0.003753472,2
3,6,0.006711409,2
3,6,0.143818037,2
3,6,0.230733262,2
3,6,0.001810545,2
3,6,0.499607869,2
3,6,0.003753472,2
3,6,0.496644295,2
3,6,0.285393988,2
3,6,0.384810485,2
3,6,0.001810545,2
3,6,0.00163388,2
3,6,0.992493056,2
3,6,0.496644295,2
3,6,0.570787975,2
3,6,0.384456252,2
3,6,0.996378911,2
3,6,0.498758251,2
3,2,0.250308216,4
3,2,0.100209931,4
3,2,0.285705153,4
3,2,0.200164697,4
3,2,0.46398663,4
3,2,0.699625373,4
3,1,0.309168081,5
3,1,0.349066214,5
3,1,0.341765705,5
3,2,0.192367221,2
3,2,0.187695324,2
3,2,0.273378951,2
3,2,0.351369569,2
3,2,0.534253829,2
3,2,0.460935106,2
3,1,0.226328291,3
3,1,0.331842595,3
3,1,0.441829114,3
3,1,0.133096684,4
3,1,0.313993461,4
3,1,0.552909855,4
3,4,0.163166817,2
3,4,0.102643231,2
3,4,0.251354128,2
3,4,0.007833307,2
3,4,0.364449184,2
3,4,0.508687777,2
3,4,0.349271573,2
3,4,0.541594861,2
3,4,0.472383999,2
3,4,0.388668992,2
3,4,0.3993743,2
3,4,0.450571831,2
3,1,0.171284439,3
3,1,0.312989911,3
3,1,0.51572565,3
3,1,0.228210875,4
3,1,0.386551038,4
3,1,0.385238087,4
3,4,0.168700667,1
3,4,0.062740699,1
3,4,0.030120482,1
3,4,0.02820079,1
3,4,0.405426266,1
3,4,0.472088241,1
3,4,0.030120482,1
3,4,0.943598421,1
3,4,0.425873067,1
3,4,0.46517106,1
3,4,0.939759036,1
3,4,0.02820079,1
2,1,0.316258136,5
2,1,0.683741864,5
3,1,0.190621614,5
3,1,0.35457249,5
3,1,0.454805895,5
2,1,0.361976457,5
2,1,0.638023543,5
3,1,0.230527913,5
3,1,0.364678958,5
3,1,0.404793129,5
3,2,0.260498486,5
3,2,0.216498731,5
3,2,0.275044978,5
3,2,0.239942709,5
3,2,0.464456536,5
3,2,0.54355856,5
3,1,0.250555744,5
3,1,0.352812578,5
3,1,0.396631678,5
3,1,0.230613082,5
3,1,0.41807934,5
3,1,0.351307578,5
3,3,0.046730962,3
3,3,0.077843887,3
3,3,0.063914027,3
3,3,0.318293833,3
3,3,0.154436417,3
3,3,0.43696974,3
3,3,0.634975205,3
3,3,0.767719696,3
3,3,0.499116233,3
3,6,0.250958119,1
3,6,0.143391849,1
3,6,0.000881166,1
3,6,0.222637675,1
3,6,0.333333333,1
3,6,0.002838168,1
3,6,0.581819184,1
3,6,0.143391849,1
3,6,0.272844227,1
3,6,0.333732981,1
3,6,0.333333333,1
3,6,0.002838168,1
3,6,0.167222697,1
3,6,0.713216303,1
3,6,0.726274607,1
3,6,0.443629344,1
3,6,0.333333333,1
3,6,0.994323665,1
3,1,0.17309657,5
3,1,0.313365498,5
3,1,0.513537933,5
2,1,0.420164628,5
2,1,0.579835372,5
3,2,0.232475203,3
3,2,0.127952401,3
3,2,0.243062521,3
3,2,0.327062924,3
3,2,0.524462276,3
3,2,0.544984675,3
3,2,0.111127395,3
3,2,0.124280953,3
3,2,0.319202726,3
3,2,0.282227081,3
3,2,0.569669879,3
3,2,0.593491966,3
3,1,0.354431343,4
3,1,0.528946367,4
3,1,0.11662229,4
3,1,0.192928425,5
3,1,0.346748041,5
3,1,0.460323534,5
3,4,0.333346882,2
3,4,0.00414525,2
3,4,0.001216249,2
3,4,0.127101467,2
3,4,0.222908707,2
3,4,0.497927375,2
3,4,0.418511311,2
3,4,0.126624538,2
3,4,0.443744411,2
3,4,0.497927375,2
3,4,0.58027244,2
3,4,0.746273995,2
3,1,0.147809084,4
3,1,0.383831467,4
3,1,0.468359449,4
3,2,0.231515506,4
3,2,0.132701891,4
3,2,0.338081146,4
3,2,0.237995446,4
3,2,0.430403347,4
3,2,0.629302663,4
3,4,0.130956882,2
3,4,0.129111815,2
3,4,0.085271736,2
3,4,0.135871527,2
3,4,0.448861284,2
3,4,0.307915347,2
3,4,0.498623779,2
3,4,0.136232407,2
3,4,0.420181835,2
3,4,0.562972838,2
3,4,0.416104485,2
3,4,0.727896066,2
3,2,0.191634046,2
3,2,0.138538361,2
3,2,0.350736797,2
3,2,0.44451824,2
3,2,0.457629157,2
3,2,0.416943399,2
3,2,0.169560982,3
3,2,0.216998377,3
3,2,0.307883511,3
3,2,0.288836906,3
3,2,0.522555507,3
3,2,0.494164717,3
3,3,0.150927308,2
3,3,0.173672055,2
3,3,0.240791782,2
3,3,0.357318657,2
3,3,0.321873969,2
3,3,0.241292909,2
3,3,0.491754036,2
3,3,0.504453976,2
3,3,0.517915309,2
3,1,0.284989991,5
3,1,0.3111607,5
3,1,0.403849309,5
1,1,1,5
3,4,0.250901462,1
3,4,0.333333333,1
3,4,0.250356322,1
3,4,0.005174912,1
3,4,0.250901462,1
3,4,0.333333333,1
3,4,0.250356322,1
3,4,0.005174912,1
3,4,0.498197076,1
3,4,0.333333333,1
3,4,0.499287356,1
3,4,0.989650176,1
3,1,0.072907712,4
3,1,0.255600506,4
3,1,0.671491783,4
3,2,0.448013756,4
3,2,0.333535818,4
3,2,0.276116573,4
3,2,0.380983411,4
3,2,0.275869671,4
3,2,0.285480771,4
3,2,0.125432886,4
3,2,0.086342131,4
3,2,0.280585645,4
3,2,0.301169245,4
3,2,0.593981469,4
3,2,0.612488624,4
3,1,0.230722046,4
3,1,0.383746132,4
3,1,0.385531822,4
3,2,0.266897747,2
3,2,0.272685937,2
3,2,0.368691582,2
3,2,0.297434232,2
3,2,0.364410671,2
3,2,0.429879831,2
2,2,0.375200428,1
2,2,0.498326515,1
2,2,0.624799572,1
2,2,0.501673485,1
3,1,0.002306912,1
3,1,0.353188152,1
3,1,0.644504937,1
3,1,0.255461142,5
3,1,0.315116595,5
3,1,0.429422264,5
3,1,0.158414241,4
3,1,0.344754736,4
3,1,0.496831023,4
3,1,0.17304987,3
3,1,0.379862137,3
3,1,0.447087993,3
3,1,0.217816694,5
3,1,0.338683217,5
3,1,0.443500089,5
3,2,0.242690168,3
3,2,0.209426662,3
3,2,0.351266536,3
3,2,0.439043264,3
3,2,0.406043295,3
3,2,0.351530074,3
3,4,0.229064911,2
3,4,0.179844459,2
3,4,0.232383215,2
3,4,0.20273899,2
3,4,0.257698025,2
3,4,0.392463661,2
3,4,0.308095804,2
3,4,0.399167562,2
3,4,0.513237064,2
3,4,0.42769188,2
3,4,0.459520982,2
3,4,0.398093448,2
2,2,0.39165998,3
2,2,0.48327079,3
2,2,0.60834002,3
2,2,0.51672921,3
3,1,0.203717964,4
3,1,0.312568395,4
3,1,0.483713641,4
3,1,0.20928319,4
3,1,0.286656595,4
3,1,0.504060215,4
3,1,0.25000933,5
3,1,0.308599435,5
3,1,0.441391235,5
3,1,0.238622631,4
3,1,0.290586032,4
3,1,0.470791336,4
3,1,0.25117587,5
3,1,0.345895963,5
3,1,0.402928167,5
3,3,0.173847991,2
3,3,0.212715856,2
3,3,0.235235034,2
3,3,0.363613503,2
3,3,0.379077272,2
3,3,0.085174769,2
3,3,0.462538505,2
3,3,0.408206872,2
3,3,0.679590197,2
3,1,0.144908616,5
3,1,0.334810429,5
3,1,0.520280955,5
3,2,0.166990443,4
3,2,0.250358304,4
3,2,0.277174409,4
3,2,0.277379662,4
3,2,0.555835148,4
3,2,0.472262034,4
3,1,0.297546805,5
3,1,0.557370469,5
3,1,0.145082726,5
3,1,0.240271502,4
3,1,0.362351999,4
3,1,0.397376499,4
3,2,0.117670107,5
3,2,0.12808794,3
3,2,0.285902562,5
3,2,0.39206493,3
3,2,0.596427331,5
3,2,0.47984713,3
3,2,0.215968021,2
3,2,0.18547195,2
3,2,0.459647796,2
3,2,0.428309988,2
3,2,0.324384183,2
3,2,0.386218062,2
3,1,0.165373436,3
3,1,0.289068621,3
3,1,0.545557943,3
3,1,0.279060677,3
3,1,0.329319262,3
3,1,0.391620061,3
3,1,0.179410901,5
3,1,0.301197297,5
3,1,0.519391803,5
3,2,0.151730012,2
3,2,0.158891964,2
3,2,0.357053125,2
3,2,0.385412549,2
3,2,0.491216864,2
3,2,0.455695488,2
3,4,0.100601716,1
3,4,0.13361961,1
3,4,0.251501321,1
3,4,0.004320774,1
3,4,0.399621142,1
3,4,0.532758503,1
3,4,0.251501321,1
3,4,0.598340823,1
3,4,0.499777142,1
3,4,0.333621888,1
3,4,0.496997358,1
3,4,0.397338403,1
3,4,0.375854796,1
3,4,0.003530575,1
3,4,0.43228519,1
3,4,0.127449234,1
3,4,0.373873586,1
3,4,0.332580144,1
3,4,0.176526322,1
3,4,0.43765586,1
3,4,0.250271618,1
3,4,0.663889281,1
3,4,0.391188488,1
3,4,0.434894906,1
3,1,0.19290252,5
3,1,0.322427327,5
3,1,0.484670153,5
3,1,0.243497993,4
3,1,0.388409845,4
3,1,0.368092163,4
3,1,0.145077962,5
3,1,0.373788993,5
3,1,0.481133045,5
3,1,0.176759937,4
3,1,0.35356931,4
3,1,0.469670753,4
3,1,0.241710107,5
3,1,0.309647553,5
3,1,0.44864234,5
3,1,0.141681742,4
3,1,0.395595603,4
3,1,0.462722655,4
3,1,0.226093721,5
3,1,0.339189757,5
3,1,0.434716522,5
3,2,0.207236153,5
3,2,0.252786729,5
3,2,0.401317781,5
3,2,0.400919224,5
3,2,0.391446066,5
3,2,0.346294046,5
3,6,0.11963807,1
3,6,0.155355105,1
3,6,0.134687913,1
3,6,0.286331862,1
3,6,0.126231702,1
3,6,0.398603881,1
3,6,0.309577003,1
3,6,0.231483997,1
3,6,0.399396568,1
3,6,0.28651582,1
3,6,0.25059811,1
3,6,0.398840511,1
3,6,0.570784927,1
3,6,0.613160898,1
3,6,0.46591552,1
3,6,0.427152318,1
3,6,0.623170188,1
3,6,0.202555608,1
3,2,0.13764575,5
3,2,0.130583977,3
3,2,0.429516022,5
3,2,0.337188883,3
3,2,0.432838228,5
3,2,0.53222714,3
3,2,0.193720345,4
3,2,0.277681025,4
3,2,0.258159013,4
3,2,0.111820633,4
3,2,0.548120642,4
3,2,0.610498342,4
3,2,0.208437719,2
3,2,0.334012948,2
3,2,0.274075559,2
3,2,0.262904955,2
3,2,0.517486722,2
3,2,0.403082097,2
3,4,0.196554609,1
3,4,0.003492596,1
3,4,0.010948106,1
3,4,0.02820079,1
3,4,0.457599205,1
3,4,0.130064264,1
3,4,0.655791548,1
3,4,0.943598421,1
3,4,0.345846186,1
3,4,0.866443141,1
3,4,0.333260346,1
3,4,0.02820079,1
3,2,0.15281839,3
3,2,0.258276392,3
3,2,0.432003239,3
3,2,0.384183484,3
3,2,0.415178371,3
3,2,0.357540124,3
3,2,0.215591398,1
3,2,0.19787729,1
3,2,0.342396313,1
3,2,0.310446351,1
3,2,0.442012289,1
3,2,0.491676359,1
3,1,0.201183035,4
3,1,0.322952891,4
3,1,0.475864074,4
3,4,0.117283951,2
3,4,0.105023035,2
3,4,0.009061254,2
3,4,0.095156556,2
3,4,0.279306565,2
3,4,0.550118531,2
3,4,0.286879304,2
3,4,0.274584149,2
3,4,0.603409484,2
3,4,0.344858434,2
3,4,0.704059442,2
3,4,0.630259295,2
3,1,0.169881312,5
3,1,0.35232694,5
3,1,0.477791748,5
3,2,0.153577997,3
3,2,0.130941635,3
3,2,0.390457248,3
3,2,0.386454492,3
3,2,0.455964755,3
3,2,0.482603874,3
3,1,0.203802259,5
3,1,0.38548071,5
3,1,0.41071703,5
3,2,0.156248738,1
3,2,0.205065926,1
3,2,0.31399152,1
3,2,0.32697201,1
3,2,0.529759742,1
3,2,0.467962063,1
3,2,0.164698724,5
3,2,0.029076297,3
3,2,0.327909157,5
3,2,0.477649936,3
3,2,0.507392119,5
3,2,0.493273766,3
3,2,0.155418434,3
3,2,0.187758802,3
3,2,0.405767006,3
3,2,0.356070126,3
3,2,0.43881456,3
3,2,0.456171072,3
3,2,0.211714373,3
3,2,0.201756468,3
3,2,0.343375759,3
3,2,0.378180092,3
3,2,0.444909869,3
3,2,0.42006344,3
3,1,0.209239083,5
3,1,0.319419507,5
3,1,0.47134141,5
3,2,0.144842684,4
3,2,0.134976067,4
3,2,0.348773037,4
3,2,0.433014844,4
3,2,0.506384279,4
3,2,0.432009089,4
3,1,0.224663408,5
3,1,0.365045879,5
3,1,0.410290713,5
3,2,0.168770754,2
3,2,0.141865194,2
3,2,0.37522063,2
3,2,0.334407488,2
3,2,0.456008616,2
3,2,0.523727318,2
3,1,0.138378486,4
3,1,0.376806958,4
3,1,0.484814556,4
3,6,0.118071914,1
3,6,0.091835031,1
3,6,0.399930164,1
3,6,0.299809796,1
3,6,0.333333333,1
3,6,0.001900779,1
3,6,0.470535558,1
3,6,0.272750042,1
3,6,0.299734233,1
3,6,0.100369436,1
3,6,0.333333333,1
3,6,0.333320661,1
3,6,0.411392528,1
3,6,0.635414927,1
3,6,0.300335603,1
3,6,0.599820769,1
3,6,0.333333333,1
3,6,0.664778559,1
3,3,0.107526882,3
3,3,0.184574072,3
3,3,0.175328359,3
3,3,0.428309418,3
3,3,0.289478793,3
3,3,0.449873762,3
3,3,0.4641637,3
3,3,0.525947135,3
3,3,0.374797878,3
3,2,0.338828955,4
3,2,0.281028876,4
3,2,0.406795455,4
3,2,0.344574751,4
3,2,0.25437559,4
3,2,0.374396373,4
2,2,0.336092182,4
2,2,0.384144631,4
2,2,0.663907818,4
2,2,0.615855369,4
3,1,0.236236389,4
3,1,0.401443196,4
3,1,0.362320416,4
3,1,0.182368262,3
3,1,0.305280051,3
3,1,0.512351688,3
3,1,0.221701932,3
3,1,0.351196051,3
3,1,0.427102017,3
3,1,0.17664083,4
3,1,0.362564367,4
3,1,0.460794803,4
3,1,0.193682769,4
3,1,0.376422943,4
3,1,0.429894287,4
3,1,0.155679047,5
3,1,0.336758314,5
3,1,0.507562639,5
3,4,0.155223795,1
3,4,0.230698578,1
3,4,0.004821601,1
3,4,0.003101545,1
3,4,0.078342598,1
3,4,0.307851782,1
3,4,0.39903568,1
3,4,0.426338316,1
3,4,0.766433607,1
3,4,0.46144964,1
3,4,0.596142719,1
3,4,0.570560139,1
2,2,0.393852511,3
2,2,0.384985021,3
2,2,0.606147489,3
2,2,0.615014979,3
3,2,0.227507756,3
3,2,0.23661474,3
3,2,0.389072734,3
3,2,0.41918663,3
3,2,0.383419511,3
3,2,0.34419863,3
3,1,0.141381737,4
3,1,0.328284469,4
3,1,0.530333794,4
3,1,0.25055672,5
3,1,0.344832839,5
3,1,0.404610441,5
3,1,0.185666433,5
3,1,0.317223487,5
3,1,0.49711008,5
3,1,0.179232731,4
3,1,0.399889123,4
3,1,0.420878146,4
3,1,0.255513076,5
3,1,0.356355595,5
3,1,0.388131329,5
3,1,0.212012433,4
3,1,0.326697457,4
3,1,0.461290111,4
3,2,0.186501862,2
3,2,0.161669153,2
3,2,0.372592474,2
3,2,0.407758579,2
3,2,0.440905664,2
3,2,0.430572267,2
3,6,0.157121593,1
3,6,0.238543565,1
3,6,0.118922744,1
3,6,0.102352029,1
3,6,0.002941176,1
3,6,0.009740892,1
3,6,0.374759035,1
3,6,0.617635149,1
3,6,0.235930736,1
3,6,0.300594469,1
3,6,0.363411765,1
3,6,0.656730957,1
3,6,0.468119372,1
3,6,0.143821286,1
3,6,0.64514652,1
3,6,0.597053502,1
3,6,0.633647059,1
3,6,0.333528151,1
3,2,0.254938323,5
3,2,0.177772685,3
3,2,0.373676863,5
3,2,0.323096316,3
3,2,0.371384814,5
3,2,0.499130999,3
3,2,0.332996862,4
3,2,0.22249118,4
3,2,0.143056941,4
3,2,0.55501764,4
3,2,0.523946197,4
3,2,0.22249118,4
3,4,0.168186239,2
3,4,0.285673325,2
3,4,0.154444295,2
3,4,0.056021821,2
3,4,0.333333333,2
3,4,0.42865335,2
3,4,0.231107834,2
3,4,0.298524807,2
3,4,0.498480428,2
3,4,0.285673325,2
3,4,0.614447871,2
3,4,0.645453372,2
3,1,0.310119456,4
3,1,0.418290414,4
3,1,0.27159013,4
3,1,0.229078912,5
3,1,0.320170979,5
3,1,0.450750109,5
3,3,0.12684166,2
3,3,0.107680779,2
3,3,0.136262415,2
3,3,0.336104996,2
3,3,0.385387786,2
3,3,0.33592393,2
3,3,0.537053345,2
3,3,0.506931435,2
3,3,0.527813655,2
3,1,0.127587659,4
3,1,0.348833191,4
3,1,0.52357915,4
3,1,0.208526112,3
3,1,0.350866085,3
3,1,0.440607802,3
3,1,0.164339016,4
3,1,0.380201586,4
3,1,0.455459398,4
3,2,0.255086964,2
3,2,0.198125488,2
3,2,0.39788486,2
3,2,0.435712426,2
3,2,0.347028176,2
3,2,0.366162086,2
3,1,0.128896514,4
3,1,0.364532418,4
3,1,0.506571068,4
3,2,0.197724322,2
3,2,0.182012252,2
3,2,0.298923253,2
3,2,0.342583999,2
3,2,0.503352425,2
3,2,0.47540375,2
3,2,0.222671801,3
3,2,0.200166024,3
3,2,0.379081555,3
3,2,0.325487361,3
3,2,0.398246644,3
3,2,0.474346615,3
3,1,0.216940167,5
3,1,0.388752731,5
3,1,0.394307102,5
3,1,0.197701092,4
3,1,0.310129329,4
3,1,0.492169579,4
3,1,0.161079388,3
3,1,0.382314116,3
3,1,0.456606496,3
3,1,0.285362457,5
3,1,0.366077842,5
3,1,0.348559701,5
3,1,0.245633133,5
3,1,0.398323323,5
3,1,0.356043544,5
3,2,0.116850959,4
3,2,0.133163698,4
3,2,0.312391518,4
3,2,0.314205493,4
3,2,0.570757522,4
3,2,0.552630809,4
3,6,0.002453988,1
3,6,0.000862024,1
3,6,0.005352173,1
3,6,0.003713882,1
3,6,0.005936832,1
3,6,0.333333333,1
3,6,0.333349693,1
3,6,0.438218713,1
3,6,0.661314494,1
3,6,0.24905296,1
3,6,0.329256709,1
3,6,0.333333333,1
3,6,0.664196319,1
3,6,0.560919263,1
3,6,0.333333333,1
3,6,0.747233158,1
3,6,0.664806459,1
3,6,0.333333333,1
3,1,0.186997538,5
3,1,0.366555768,5
3,1,0.446446694,5
3,2,0.305920594,5
3,2,0.196389932,3
3,2,0.332116216,5
3,2,0.323244873,3
3,2,0.36196319,5
3,2,0.480365195,3
3,2,0.257216329,1
3,2,0.236263736,1
3,2,0.388813886,1
3,2,0.294871795,1
3,2,0.353969785,1
3,2,0.468864469,1
3,1,0.154815054,4
3,1,0.297475768,4
3,1,0.547709179,4
3,1,0.177479835,5
3,1,0.2608323,5
3,1,0.561687864,5
3,2,0.207817663,2
3,2,0.179782352,2
3,2,0.32002016,2
3,2,0.368323063,2
3,2,0.472162177,2
3,2,0.451894585,2
3,1,0.181644533,4
3,1,0.30825905,4
3,1,0.510096416,4
3,1,0.153257866,4
3,1,0.396982874,4
3,1,0.449759259,4
3,1,0.174187992,5
3,1,0.299271086,5
3,1,0.526540923,5
3,2,0.16883419,3
3,2,0.250959574,3
3,2,0.332445178,3
3,2,0.37722095,3
3,2,0.498720633,3
3,2,0.371819476,3
2,2,0.262296724,3
2,2,0.206045802,3
2,2,0.737703276,3
2,2,0.793954198,3
3,2,0.148474504,5
3,2,0.123176661,3
3,2,0.369792466,5
3,2,0.270980235,3
3,2,0.481733029,5
3,2,0.605843103,3
3,2,0.23403778,2
3,2,0.237400806,2
3,2,0.357338359,2
3,2,0.415721467,2
3,2,0.408623861,2
3,2,0.346877727,2
3,1,0.155323441,5
3,1,0.384871069,5
3,1,0.459805491,5
3,1,0.207322565,5
3,1,0.385578831,5
3,1,0.407098604,5
3,1,0.230144478,5
3,1,0.371129741,5
3,1,0.398725781,5
3,2,0.174098933,4
3,2,0.308690246,4
3,2,0.326789874,4
3,2,0.261890851,4
3,2,0.499111193,4
3,2,0.429418903,4
2,2,0.426790533,4
2,2,0.383910576,4
2,2,0.573209467,4
2,2,0.616089424,4
3,4,0.143406292,2
3,4,0.102214535,2
3,4,0.162480979,2
3,4,0.179769366,2
3,4,0.356528333,2
3,4,0.60575847,2
3,4,0.202953771,2
3,4,0.287326854,2
3,4,0.500065375,2
3,4,0.292026995,2
3,4,0.634565251,2
3,4,0.532903779,2
3,1,0.166631124,5
3,1,0.373304086,5
3,1,0.46006479,5
2,2,0.53193492,1
2,2,0.350460934,1
2,2,0.46806508,1
2,2,0.649539066,1
3,1,0.156533311,2
3,1,0.303640245,2
3,1,0.539826444,2
3,1,0.206085236,4
3,1,0.306808459,4
3,1,0.487106304,4
3,3,0.150261272,2
3,3,0.127796149,2
3,3,0.137017634,2
3,3,0.371420468,2
3,3,0.344184895,2
3,3,0.326258625,2
3,3,0.478318261,2
3,3,0.528018956,2
3,3,0.536723741,2
3,2,0.163427791,3
3,2,0.255450456,3
3,2,0.397081763,3
3,2,0.344311147,3
3,2,0.439490446,3
3,2,0.400238397,3
3,1,0.175984374,4
3,1,0.282920267,4
3,1,0.541095359,4
3,2,0.271513464,2
3,2,0.349277136,2
3,2,0.326810711,2
3,2,0.312522137,2
3,2,0.401675825,2
3,2,0.338200728,2
3,2,0.158247346,4
3,2,0.000644313,4
3,2,0.315822044,4
3,2,0.444150924,4
3,2,0.52593061,4
3,2,0.555204763,4
3,4,0.17285291,2
3,4,0.124074345,2
3,4,0.155314166,2
3,4,0.171589358,2
3,4,0.38166972,2
3,4,0.247534026,2
3,4,0.308286412,2
3,4,0.365722087,2
3,4,0.44547737,2
3,4,0.628391629,2
3,4,0.536399422,2
3,4,0.462688555,2
3,3,0.210150289,3
3,3,0.270701067,3
3,3,0.143374143,3
3,3,0.35925511,3
3,3,0.350371471,3
3,3,0.442750443,3
3,3,0.430594601,3
3,3,0.378927462,3
3,3,0.413875414,3
2,2,0.340823328,4
2,2,0.301411233,4
2,2,0.659176672,4
2,2,0.698588767,4
3,1,0.177442699,5
3,1,0.371455137,5
3,1,0.451102164,5
3,1,0.230150702,5
3,1,0.338028169,5
3,1,0.431821129,5
1,1,1,5
3,3,0.149025086,2
3,3,0.173454895,2
3,3,0.021097046,2
3,3,0.46868023,2
3,3,0.482888166,2
3,3,0.495780591,2
3,3,0.382294684,2
3,3,0.343656939,2
3,3,0.483122363,2
3,1,0.128133807,5
3,1,0.179541046,5
3,1,0.692325147,5
3,3,0.170584793,3
3,3,0.114912666,3
3,3,0.079482854,3
3,3,0.21312037,3
3,3,0.314333363,3
3,3,0.263350402,3
3,3,0.616294837,3
3,3,0.570753972,3
3,3,0.657166744,3
3,1,0.12201283,4
3,1,0.341902393,4
3,1,0.536084777,4
3,1,0.283728577,5
3,1,0.329732961,5
3,1,0.386538462,5
3,1,0.301669193,5
3,1,0.403521045,5
3,1,0.294809763,5
2,1,0.438111649,5
2,1,0.561888351,5
3,1,0.177388166,3
3,1,0.33601908,3
3,1,0.486592755,3
3,1,0.266719436,4
3,1,0.304295891,4
3,1,0.428984673,4
3,2,0.208134597,2
3,2,0.190866511,2
3,2,0.399509964,2
3,2,0.37755102,2
3,2,0.392355439,2
3,2,0.431582469,2
3,2,0.152429681,2
3,2,0.095136725,2
3,2,0.363634003,2
3,2,0.364833428,2
3,2,0.483936317,2
3,2,0.540029847,2
3,1,0.135956448,4
3,1,0.395065818,4
3,1,0.468977734,4
3,1,0.183468597,4
3,1,0.387834743,4
3,1,0.42869666,4
3,1,0.291764074,5
3,1,0.319068841,5
3,1,0.389167085,5
3,1,0.298800678,5
3,1,0.372434836,5
3,1,0.328764486,5
3,1,0.204141062,4
3,1,0.377200385,4
3,1,0.418658553,4
3,1,0.216530894,4
3,1,0.321866672,4
3,1,0.461602434,4
3,1,0.189357939,5
3,1,0.351360138,5
3,1,0.459281924,5
3,1,0.165907402,5
3,1,0.358039051,5
3,1,0.476053547,5
3,1,0.206447752,5
3,1,0.282499975,5
3,1,0.511052274,5
3,1,0.201131396,5
3,1,0.348178623,5
3,1,0.45068998,5
3,3,0.039765774,3
3,3,0.167076461,3
3,3,0.116115396,3
3,3,0.274557537,3
3,3,0.333299184,3
3,3,0.231032379,3
3,3,0.685676689,3
3,3,0.499624355,3
3,3,0.652852225,3
3,2,0.166761811,4
3,2,0.166860038,4
3,2,0.266561581,4
3,2,0.374772789,4
3,2,0.566676607,4
3,2,0.458367173,4
3,1,0.2441373,5
3,1,0.390956817,5
3,1,0.364905883,5
3,8,0.063272452,2
3,8,0.399748963,2
3,8,0.259290982,2
3,8,0.100660771,2
3,8,0.49805629,2
3,8,0.333333333,2
3,8,0.250445228,2
3,8,0.002106505,2
3,8,0.561843475,2
3,8,0.201920978,2
3,8,0.370791329,2
3,8,0.599390058,2
3,8,0.49805629,2
3,8,0.333333333,2
3,8,0.747808779,2
3,8,0.664560162,2
3,8,0.374884073,2
3,8,0.398330059,2
3,8,0.369917689,2
3,8,0.299949171,2
3,8,0.00388742,2
3,8,0.333333333,2
3,8,0.001745993,2
3,8,0.333333333,2
2,2,0.245231964,4
2,2,0.320686485,4
2,2,0.754768036,4
2,2,0.679313515,4
3,1,0.175486726,2
3,1,0.347079646,2
3,1,0.477433628,2
3,1,0.207966759,3
3,1,0.290369083,3
3,1,0.501664158,3
3,2,0.251286866,2
3,2,0.260114947,2
3,2,0.368707307,2
3,2,0.398850531,2
3,2,0.380005827,2
