index,time,exposure_time,mcode,product_code,product_name,category,price,salesAMT,time_month,time_day,time_hour,time_min,day_of_the_week,day_of_year,quater,season,sales,FP,UFP,discomfort_index,p_div,pgr1,pgr2,pgr3,pgr1_ratio,pgr2_ratio,pgr3_ratio
8829,2019-03-30 21:20,60,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,furniture,648000,59954000,3,30,21,20,5,89,1,0,92.52160494,35.4,28.44,43.92256,3,5326000,22919000,31709000,0.088834773,0.382276412,0.528888815
8836,2019-03-30 22:20,60,100155,200555,일시불 LG전자 매직스페이스 냉장고,electronics,1409000,121270000,3,30,22,20,5,89,1,0,86.06813343,38.72,28.68,43.92256,3,31341000,58616000,31313000,0.258439845,0.4833512,0.258208955
8837,2019-03-30 22:20,60,100155,200488,무이자 LG전자 매직스페이스 냉장고,electronics,1549000,68982000,3,30,22,20,5,89,1,0,44.53324726,38.72,28.68,43.92256,3,25848000,12963000,30171000,0.374706445,0.187918587,0.437374967
8842,2019-03-30 23:20,60,100575,201738,일시불 삼성 UHD TV UN55NU7050F,electronics,1000000,12179000,3,30,23,20,5,89,1,0,12.179,37.04,29.96,43.92256,3,3057000,50000,9072000,0.25100583,0.004105427,0.744888743
8843,2019-03-30 23:20,60,100575,201685,무이자 삼성 UHD TV UN55NU7050F,electronics,1080000,22963000,3,30,23,20,5,89,1,0,21.26203704,37.04,29.96,43.92256,3,13112000,3300000,6551000,0.571005531,0.143709446,0.285285024
8844,2019-03-30 23:20,60,100575,201742,일시불 삼성 UHD TV UN65NU7050F,electronics,1700000,25850000,3,30,23,20,5,89,1,0,15.20588235,37.04,29.96,43.92256,3,10348000,10318000,5184000,0.400309478,0.399148936,0.200541586
8845,2019-03-30 23:20,60,100575,201688,무이자 삼성 UHD TV UN65NU7050F,electronics,1800000,11056000,3,30,23,20,5,89,1,0,6.142222222,37.04,29.96,43.92256,3,50000,5488000,5518000,0.004522431,0.496382055,0.499095514
8846,2019-03-30 23:20,60,100575,201746,일시불 삼성 UHD TV UN75NU7050F,electronics,2700000,16493000,3,30,23,20,5,89,1,0,6.108518519,37.04,29.96,43.92256,3,50000,50000,16393000,0.003031589,0.003031589,0.993936822
8847,2019-03-30 23:20,60,100575,201692,무이자 삼성 UHD TV UN75NU7050F,electronics,2880000,8868000,3,30,23,20,5,89,1,0,3.079166667,37.04,29.96,43.92256,3,50000,8768000,50000,0.00563825,0.9887235,0.00563825
8862,2019-03-31 1:20,36.16666667,100074,200200,비버리힐스폴로클럽 남성기초세트(골드+플라),beauty,39800,54171000,3,30,25,20,5,90,1,0,1361.080402,26.16,27.52,43.92256,2,23292000,30879000,0,0.429971756,0.570028244,0
8864,2019-03-31 6:00,60,100226,200785,가)세렌셉템버 다이아 체크 리빙박스+압축팩,necessaries,59800,68068000,3,31,6,0,6,90,1,0,1138.26087,32.84,29.48,45.28976,3,12657000,20723000,34688000,0.185946407,0.304445554,0.509608039
8867,2019-03-31 7:00,60,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,clothes,69900,126111000,3,31,7,0,6,90,1,0,1804.16309,41.76,32.64,45.28976,3,19708000,38462000,67941000,0.156275028,0.304985291,0.538739682
8870,2019-03-31 8:00,60,100377,201222,그렉노먼 남성 봄 컬렉션 티셔츠 5종,clothes,49900,70136000,3,31,8,0,6,90,1,0,1405.531062,48.24,34.2,45.28976,3,12111000,27872000,30153000,0.172678795,0.397399338,0.429921866
8871,2019-03-31 8:00,60,100377,201228,그렉노먼 여성 봄 컬렉션 티셔츠 5종,clothes,49900,44660000,3,31,8,0,6,90,1,0,894.98998,48.24,34.2,45.28976,3,7433000,17940000,19287000,0.166435289,0.401701747,0.431862965
8876,2019-03-31 9:00,60,100074,201008,비버리힐스폴로클럽 남성기초세트(골드+플라),beauty,39800,202591000,3,31,9,0,6,90,1,0,5090.226131,58.76,34.92,45.28976,3,48082000,76180000,78329000,0.237335321,0.37602855,0.386636129
8879,2019-03-31 10:00,55.21666667,100117,200318,델첸  4in1 텀블러블랜더,kitchen,74800,73199000,3,31,10,0,6,90,1,0,978.5962567,63.16,35.52,45.28976,2,39935000,33264000,0,0.545567562,0.454432438,0
8881,2019-03-31 11:00,60,100717,202102,로베르타 디 까메리노 Y밸런스업 지퍼쉐이핑 란쥬,underwear,99900,181021000,3,31,11,0,6,90,1,0,1812.022022,67.64,36.4,45.28976,3,47698000,61516000,71807000,0.263494291,0.339827976,0.396677734
8884,2019-03-31 12:00,20,100271,200889,헤스티지 그레이스 양가죽 코트,clothes,199000,10789000,3,31,12,0,6,90,1,0,54.2160804,73.88,38.84,45.28976,1,10789000,0,0,1,0,0
8885,2019-03-31 12:00,20,100270,200892,헤스티지 마론 양가죽 남성집업재킷,clothes,199000,7620000,3,31,12,0,6,90,1,0,38.29145729,73.88,38.84,45.28976,1,7620000,0,0,1,0,0
8886,2019-03-31 12:20,20,100271,200889,헤스티지 그레이스 양가죽 코트,clothes,199000,27455000,3,31,12,20,6,90,1,0,137.9648241,73.88,38.84,45.28976,1,27455000,0,0,1,0,0
8887,2019-03-31 12:20,20,100270,200892,헤스티지 마론 양가죽 남성집업재킷,clothes,199000,21050000,3,31,12,20,6,90,1,0,105.7788945,73.88,38.84,45.28976,1,21050000,0,0,1,0,0
8888,2019-03-31 12:40,20,100271,200889,헤스티지 그레이스 양가죽 코트,clothes,199000,42322000,3,31,12,40,6,90,1,0,212.6733668,73.88,38.84,45.28976,1,42322000,0,0,1,0,0
8889,2019-03-31 12:40,20,100270,200892,헤스티지 마론 양가죽 남성집업재킷,clothes,199000,34843000,3,31,12,40,6,90,1,0,175.0904523,73.88,38.84,45.28976,1,34843000,0,0,1,0,0
8890,2019-03-31 13:00,60,100226,201019,코이모 리빙박스 8종,necessaries,49800,154359000,3,31,13,0,6,90,1,0,3099.578313,81.44,39.68,45.28976,3,24881000,49606000,79872000,0.161189176,0.321367721,0.517443103
8893,2019-03-31 14:00,60,100089,200246,헤비추얼 여성 이지라이프 데님팬츠 3종,clothes,59000,45509000,3,31,14,0,6,90,1,0,771.3389831,74.6,37.2,45.28976,3,7755000,18294000,19460000,0.170405854,0.40198642,0.427607726
8894,2019-03-31 14:00,60,100089,200242,헤비추얼 남성 이지라이프 데님팬츠 3종,clothes,59000,49391000,3,31,14,0,6,90,1,0,837.1355932,74.6,37.2,45.28976,3,9709000,19791000,19891000,0.196574275,0.400700532,0.402725193
8899,2019-03-31 15:00,60,100837,202465,무이자 쿠쿠전기밥솥 10인용,kitchen,218000,75613000,3,31,15,0,6,90,1,0,346.8486239,65.56,36.08,45.28976,3,16914000,27334000,31365000,0.223691693,0.361498684,0.414809623
8900,2019-03-31 15:00,60,100837,202478,일시불 쿠쿠전기밥솥 10인용,kitchen,208000,40761000,3,31,15,0,6,90,1,0,195.9663462,65.56,36.08,45.28976,3,8493000,13843000,18425000,0.208360933,0.339613847,0.45202522
8901,2019-03-31 15:00,60,100837,202468,무이자 쿠쿠전기밥솥 6인용,kitchen,208000,18522000,3,31,15,0,6,90,1,0,89.04807692,65.56,36.08,45.28976,3,2345000,6169000,10008000,0.126606198,0.333063384,0.540330418
8902,2019-03-31 15:00,60,100837,202471,일시불  쿠쿠전기밥솥 6인용,kitchen,198000,15465000,3,31,15,0,6,90,1,0,78.10606061,65.56,36.08,45.28976,3,2965000,5884000,6616000,0.191723246,0.380472034,0.42780472
8911,2019-03-31 16:00,60,100074,201008,비버리힐스폴로클럽 남성기초세트(골드+플라),beauty,39800,175848000,3,31,16,0,6,90,1,0,4418.291457,47.88,26.84,45.28976,3,36953000,59811000,79084000,0.210141713,0.340128975,0.449729312
8914,2019-03-31 17:00,60,100149,200546,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),electronics,2209000,47045000,3,31,17,0,6,90,1,0,21.29696695,26.76,14.8,45.28976,3,12829000,17108000,17108000,0.272696355,0.363651823,0.363651823
8915,2019-03-31 17:00,60,100149,200479,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),electronics,2299000,40153000,3,31,17,0,6,90,1,0,17.46541975,26.76,14.8,45.28976,3,4484000,13391000,22278000,0.111672851,0.333499365,0.554827784
8916,2019-03-31 17:00,60,100149,200423,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),electronics,1899000,11147000,3,31,17,0,6,90,1,0,5.869931543,26.76,14.8,45.28976,3,3709000,7388000,50000,0.332735265,0.662779223,0.004485512
8917,2019-03-31 17:00,60,100149,200478,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),electronics,1989000,15522000,3,31,17,0,6,90,1,0,7.803921569,26.76,14.8,45.28976,3,50000,7736000,7736000,0.003221234,0.498389383,0.498389383
8926,2019-03-31 18:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,food,59900,50652000,3,31,18,0,6,90,1,0,845.6093489,23.76,10.64,45.28976,1,50652000,0,0,1,0,0
8929,2019-03-31 19:20,60,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,kitchen,89800,113393000,3,31,19,20,6,90,1,0,1262.728285,23.28,10.08,45.28976,3,12173000,40567000,60653000,0.107352306,0.35775577,0.534891925
8932,2019-03-31 20:20,60,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,furniture,499000,65210000,3,31,20,20,6,90,1,0,130.6813627,21.64,10.24,45.28976,3,6426000,11527000,47257000,0.098543168,0.176767367,0.724689465
8933,2019-03-31 20:20,60,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,furniture,549000,26826000,3,31,20,20,6,90,1,0,48.86338798,21.64,10.24,45.28976,3,2857000,7072000,16897000,0.106501156,0.263624842,0.629874003
8934,2019-03-31 20:20,60,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,furniture,549000,22610000,3,31,20,20,6,90,1,0,41.18397086,21.64,10.24,45.28976,3,1456000,7066000,14088000,0.064396285,0.312516586,0.62308713
8935,2019-03-31 20:20,60,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,furniture,599000,17002000,3,31,20,20,6,90,1,0,28.38397329,21.64,10.24,45.28976,3,50000,3115000,13837000,0.00294083,0.18321374,0.81384543
8936,2019-03-31 20:20,60,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,furniture,599000,24656000,3,31,20,20,6,90,1,0,41.16193656,21.64,10.24,45.28976,3,3113000,9240000,12303000,0.1262573,0.374756652,0.498986048
8937,2019-03-31 20:20,60,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,furniture,649000,10114000,3,31,20,20,6,90,1,0,15.58397535,21.64,10.24,45.28976,3,1709000,1712000,6693000,0.1689737,0.169270318,0.661755982
8950,2019-03-31 21:20,60,100573,201761,일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,electronics,2309000,38803000,3,31,21,20,6,90,1,0,16.80511044,19.56,10.28,45.28976,2,9715000,29088000,0,0.25036724,0.74963276,0
8951,2019-03-31 21:20,60,100573,201709,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,electronics,2399000,130855000,3,31,21,20,6,90,1,0,54.54564402,19.56,10.28,45.28976,2,45309000,85546000,0,0.346253487,0.653746513,0
8952,2019-03-31 21:20,60,100573,201760,일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,electronics,1909000,16088000,3,31,21,20,6,90,1,0,8.427448926,19.56,10.28,45.28976,2,4063000,12025000,0,0.252548483,0.747451517,0
8953,2019-03-31 21:20,60,100573,201708,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,electronics,1999000,71261000,3,31,21,20,6,90,1,0,35.64832416,19.56,10.28,45.28976,2,41923000,29338000,0,0.588302157,0.411697843,0
8958,2019-03-31 22:20,60,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,electronics,1300000,29786000,3,31,22,20,6,90,1,0,22.91230769,20.84,11.16,45.28976,3,3343000,3343000,23100000,0.112233935,0.112233935,0.775532129
8959,2019-03-31 22:20,60,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,electronics,1430000,29199000,3,31,22,20,6,90,1,0,20.41888112,20.84,11.16,45.28976,3,3675000,7325000,18199000,0.125860475,0.250864756,0.62327477
8960,2019-03-31 22:20,60,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,electronics,1700000,103810000,3,31,22,20,6,90,1,0,61.06470588,20.84,11.16,45.28976,3,13017000,47528000,43265000,0.125392544,0.457836432,0.416771024
8961,2019-03-31 22:20,60,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,electronics,1930000,54137000,3,31,22,20,6,90,1,0,28.05025907,20.84,11.16,45.28976,3,24606000,14778000,14753000,0.454513549,0.272974121,0.27251233
8962,2019-03-31 22:20,60,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,electronics,2500000,150000,3,31,22,20,6,90,1,0,0.06,20.84,11.16,45.28976,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
8963,2019-03-31 22:20,60,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,electronics,2790000,150000,3,31,22,20,6,90,1,0,0.053763441,20.84,11.16,45.28976,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
8964,2019-03-31 22:20,60,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,electronics,2800000,64271000,3,31,22,20,6,90,1,0,22.95392857,20.84,11.16,45.28976,3,50000,21415000,42806000,0.000777956,0.333198488,0.666023557
8965,2019-03-31 22:20,60,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,electronics,3090000,23761000,3,31,22,20,6,90,1,0,7.689644013,20.84,11.16,45.28976,3,50000,15799000,7912000,0.002104289,0.664913093,0.332982619
8982,2019-03-31 23:20,60,100342,201060,아리스토우 남성오가닉티셔츠,clothes,69900,45565000,3,31,23,20,6,90,1,0,651.8597997,23.72,13.76,45.28976,3,12430000,24916000,8219000,0.272797103,0.54682322,0.180379677
8983,2019-03-31 23:20,60,100342,201062,아리스토우 여성오가닉티셔츠,clothes,69900,85556000,3,31,23,20,6,90,1,0,1223.97711,23.72,13.76,45.28976,3,17337000,32272000,35947000,0.202639207,0.377203235,0.420157558
8988,2019-04-01 0:20,60,100127,200341,뱅뱅 남성 봄 데님팬츠 3종,clothes,69900,31960000,3,31,24,20,6,91,1,0,457.2246066,24.16,15,45.28976,3,7584000,11109000,13267000,0.237296621,0.347590738,0.415112641
8989,2019-04-01 0:20,60,100127,200352,뱅뱅 여성 봄 데님팬츠 3종,clothes,69900,39233000,3,31,24,20,6,91,1,0,561.2732475,24.16,15,45.28976,3,8071000,16041000,15121000,0.205719675,0.408864986,0.385415339
8994,2019-04-01 1:20,40,100841,202484,옛날 그 쥐포 110장 (11팩),food,32900,33924000,3,31,25,20,6,91,1,0,1031.12462,25.6,15.04,45.28976,2,13304000,20620000,0,0.392170735,0.607829265,0
8996,2019-04-01 6:00,60,100266,200880,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),beauty,39900,48914000,4,1,6,0,0,91,2,0,1225.914787,22.16,11.72,47.23071,3,10664000,16239000,22011000,0.218015292,0.331990841,0.449993867
8999,2019-04-01 7:00,60,100452,201395,NNF SS트레이닝 세트,clothes,49000,53647000,4,1,7,0,0,91,2,0,1094.836735,23.68,12.8,47.23071,3,9190000,20314000,24143000,0.171305012,0.378660503,0.450034485
9002,2019-04-01 8:00,60,100377,201222,그렉노먼 남성 봄 컬렉션 티셔츠 5종,clothes,49900,37679000,4,1,8,0,0,91,2,0,755.0901804,25.16,12.2,47.23071,3,7231000,12892000,17556000,0.191910613,0.342153454,0.465935932
9003,2019-04-01 8:00,60,100377,201228,그렉노먼 여성 봄 컬렉션 티셔츠 5종,clothes,49900,24117000,4,1,8,0,0,91,2,0,483.3066132,25.16,12.2,47.23071,3,4763000,9892000,9462000,0.197495543,0.410167102,0.392337355
9008,2019-04-01 9:00,60,100226,201019,코이모 리빙박스 8종,necessaries,49800,99404000,4,1,9,0,0,91,2,0,1996.064257,27.2,13.32,47.23071,3,17588000,34526000,47290000,0.17693453,0.347330087,0.475735383
9011,2019-04-01 10:00,20,100271,200889,헤스티지 그레이스 양가죽 코트,clothes,199000,11357000,4,1,10,0,0,91,2,0,57.07035176,28.2,14.08,47.23071,1,11357000,0,0,1,0,0
9012,2019-04-01 10:00,20,100270,200892,헤스티지 마론 양가죽 남성집업재킷,clothes,199000,5913000,4,1,10,0,0,91,2,0,29.71356784,28.2,14.08,47.23071,1,5913000,0,0,1,0,0
9013,2019-04-01 10:20,20,100271,200889,헤스티지 그레이스 양가죽 코트,clothes,199000,15731000,4,1,10,20,0,91,2,0,79.05025126,28.2,14.08,47.23071,1,15731000,0,0,1,0,0
9014,2019-04-01 10:20,20,100270,200892,헤스티지 마론 양가죽 남성집업재킷,clothes,199000,11645000,4,1,10,20,0,91,2,0,58.51758794,28.2,14.08,47.23071,1,11645000,0,0,1,0,0
9015,2019-04-01 10:40,20,100271,200889,헤스티지 그레이스 양가죽 코트,clothes,199000,16687000,4,1,10,40,0,91,2,0,83.85427136,28.2,14.08,47.23071,1,16687000,0,0,1,0,0
9016,2019-04-01 10:40,20,100270,200892,헤스티지 마론 양가죽 남성집업재킷,clothes,199000,21751000,4,1,10,40,0,91,2,0,109.3015075,28.2,14.08,47.23071,1,21751000,0,0,1,0,0
9017,2019-04-01 11:00,60,100718,202103,로베르타 디 까메리노 메쉬 프리컷 지퍼브라팬티,underwear,59900,77493000,4,1,11,0,0,91,2,0,1293.706177,23.56,12.88,47.23071,3,11665000,33565000,32263000,0.150529725,0.433135896,0.416334379
9020,2019-04-01 12:00,60,100211,200755,스포메틱스 네츄럴 선스틱,beauty,39900,80141000,4,1,12,0,0,91,2,0,2008.546366,19.52,10.64,47.23071,2,28700000,51441000,0,0.358118816,0.641881184,0
9022,2019-04-01 13:00,60,100255,200868,한일 대용량 스텐 분쇄믹서기,kitchen,109800,84063000,4,1,13,0,0,91,2,0,765.6010929,18.56,9.56,47.23071,3,18430000,27124000,38509000,0.219240332,0.322662765,0.458096904
9025,2019-04-01 14:00,60,100117,200318,델첸  4in1 텀블러블랜더,kitchen,74800,103379000,4,1,14,0,0,91,2,0,1382.072193,19.84,9.88,47.23071,2,37431000,65948000,0,0.36207547,0.63792453,0
9027,2019-04-01 15:00,60,100305,200989,오모떼 프런트후크 프레쉬 데오브라 시즌3,underwear,89000,82353000,4,1,15,0,0,91,2,0,925.3146067,22.2,9.88,47.23071,2,27501000,54852000,0,0.333940476,0.666059524,0
9029,2019-04-01 16:00,60,100849,202510,멋진밥상 흥양농협 쌀 20kg,food,59900,156508000,4,1,16,0,0,91,2,0,2612.821369,24.2,10.52,47.23071,3,42164000,56753000,57591000,0.269404759,0.362620441,0.3679748
9032,2019-04-01 17:00,60,100448,201378,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),kitchen,168000,45968000,4,1,17,0,0,91,2,0,273.6190476,27.64,12.4,47.23071,3,8495000,15733000,21740000,0.184802471,0.342259833,0.472937696
9033,2019-04-01 17:00,60,100448,201376,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),kitchen,178000,27741000,4,1,17,0,0,91,2,0,155.8483146,27.64,12.4,47.23071,3,1967000,10325000,15449000,0.070905879,0.372192783,0.556901337
9034,2019-04-01 17:00,60,100448,201379,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),kitchen,148000,24510000,4,1,17,0,0,91,2,0,165.6081081,27.64,12.4,47.23071,3,3749000,8521000,12240000,0.152957976,0.347654019,0.499388005
9035,2019-04-01 17:00,60,100448,201377,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),kitchen,158000,9841000,4,1,17,0,0,91,2,0,62.28481013,27.64,12.4,47.23071,3,1762000,3474000,4605000,0.179046845,0.353012905,0.46794025
9044,2019-04-01 18:00,60,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,kitchen,119000,94833000,4,1,18,0,0,91,2,0,796.9159664,25.84,10.68,47.23071,3,16507000,31954000,46372000,0.174063881,0.336950218,0.488985902
9047,2019-04-01 19:00,60,100224,200781,리복 스피드윅 드로즈 12종,underwear,89000,70264000,4,1,19,0,0,91,2,0,789.4831461,25.36,11.08,47.23071,3,14024000,21621000,34619000,0.199590117,0.307710919,0.492698964
9048,2019-04-01 19:00,60,100224,200778,리복 델타 피트니스 트렁크 8종,underwear,89000,17502000,4,1,19,0,0,91,2,0,196.6516854,25.36,11.08,47.23071,3,2532000,4609000,10361000,0.144669181,0.263341332,0.591989487
9049,2019-04-01 19:00,60,100224,200782,리복 스피드윅 런닝 6종,underwear,89000,11584000,4,1,19,0,0,91,2,0,130.1573034,25.36,11.08,47.23071,3,1484000,4339000,5761000,0.128107735,0.37456837,0.497323895
9056,2019-04-01 20:00,60,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),underwear,89900,107536000,4,1,20,0,0,91,2,0,1196.173526,25.36,11.52,47.23071,3,15873000,41476000,50187000,0.147606383,0.385694093,0.466699524
9059,2019-04-01 21:00,60,100150,200533,일시불 LG 통돌이 세탁기,electronics,439000,123843000,4,1,21,0,0,91,2,0,282.1025057,26.96,13.32,47.23071,3,29289000,19521000,75033000,0.236501054,0.157626995,0.605871951
9060,2019-04-01 21:00,60,100150,200465,무이자 LG 통돌이 세탁기,electronics,489000,122906000,4,1,21,0,0,91,2,0,251.3415133,26.96,13.32,47.23071,3,18655000,37325000,66926000,0.151782663,0.303687371,0.544529966
9065,2019-04-01 22:00,60,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,electronics,1300000,19340000,4,1,22,0,0,91,2,0,14.87692308,25.68,12.56,47.23071,3,3248000,9645000,6447000,0.167942089,0.498707342,0.333350569
9066,2019-04-01 22:00,60,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,electronics,1430000,28390000,4,1,22,0,0,91,2,0,19.85314685,25.68,12.56,47.23071,3,17678000,3571000,7141000,0.622684044,0.125783727,0.25153223
9067,2019-04-01 22:00,60,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,electronics,1700000,121709000,4,1,22,0,0,91,2,0,71.59352941,25.68,12.56,47.23071,3,12620000,29380000,79709000,0.103689949,0.24139546,0.654914591
9068,2019-04-01 22:00,60,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,electronics,1930000,52562000,4,1,22,0,0,91,2,0,27.23419689,25.68,12.56,47.23071,3,9620000,23851000,19091000,0.183021955,0.453768882,0.363209163
9069,2019-04-01 22:00,60,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,electronics,2500000,150000,4,1,22,0,0,91,2,0,0.06,25.68,12.56,47.23071,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
9070,2019-04-01 22:00,60,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,electronics,2790000,150000,4,1,22,0,0,91,2,0,0.053763441,25.68,12.56,47.23071,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
9071,2019-04-01 22:00,60,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,electronics,2800000,27843000,4,1,22,0,0,91,2,0,9.943928571,25.68,12.56,47.23071,3,50000,13909000,13884000,0.001795784,0.499551054,0.498653162
9072,2019-04-01 22:00,60,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,electronics,3090000,38380000,4,1,22,0,0,91,2,0,12.42071197,25.68,12.56,47.23071,3,50000,22983000,15347000,0.001302762,0.598827514,0.399869724
9089,2019-04-01 23:00,60,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,furniture,499000,35705000,4,1,23,0,0,91,2,0,71.55310621,25.4,12.52,47.23071,3,4953000,18444000,12308000,0.138720067,0.516566307,0.344713626
9090,2019-04-01 23:00,60,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,furniture,549000,14998000,4,1,23,0,0,91,2,0,27.31876138,25.4,12.52,47.23071,3,50000,8151000,6797000,0.003333778,0.543472463,0.453193759
9091,2019-04-01 23:00,60,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,furniture,549000,21737000,4,1,23,0,0,91,2,0,39.59380692,25.4,12.52,47.23071,3,1399000,16241000,4097000,0.064360307,0.747159222,0.188480471
9092,2019-04-01 23:00,60,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,furniture,599000,10458000,4,1,23,0,0,91,2,0,17.4590985,25.4,12.52,47.23071,3,2996000,2996000,4466000,0.28647925,0.28647925,0.427041499
9093,2019-04-01 23:00,60,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,furniture,599000,10469000,4,1,23,0,0,91,2,0,17.47746244,25.4,12.52,47.23071,3,50000,5948000,4471000,0.004776005,0.568153596,0.427070398
9094,2019-04-01 23:00,60,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,furniture,649000,9730000,4,1,23,0,0,91,2,0,14.99229584,25.4,12.52,47.23071,3,3245000,50000,6435000,0.333504625,0.005138746,0.661356629
9107,2019-04-02 0:00,60,100149,200546,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),electronics,2209000,25708000,4,1,24,0,0,92,2,0,11.63784518,23.64,11.76,47.23071,3,4310000,12829000,8569000,0.167652093,0.49902754,0.333320367
9108,2019-04-02 0:00,60,100149,200479,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),electronics,2299000,22320000,4,1,24,0,0,92,2,0,9.708568943,23.64,11.76,47.23071,3,50000,50000,22220000,0.002240143,0.002240143,0.995519713
9109,2019-04-02 0:00,60,100149,200423,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),electronics,1899000,11147000,4,1,24,0,0,92,2,0,5.869931543,23.64,11.76,47.23071,3,50000,50000,11047000,0.004485512,0.004485512,0.991028976
9110,2019-04-02 0:00,60,100149,200478,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),electronics,1989000,150000,4,1,24,0,0,92,2,0,0.075414781,23.64,11.76,47.23071,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
9119,2019-04-02 1:00,56,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,necessaries,450000,26348000,4,1,25,0,0,92,2,0,58.55111111,23.72,12.32,47.23071,3,3155000,12364000,10829000,0.119743434,0.469257629,0.410998937
9120,2019-04-02 1:00,56,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,necessaries,490000,8557000,4,1,25,0,0,92,2,0,17.46326531,23.72,12.32,47.23071,3,50000,5108000,3399000,0.005843169,0.596938179,0.397218651
9121,2019-04-02 1:00,56,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,necessaries,400000,1510000,4,1,25,0,0,92,2,0,3.775,23.72,12.32,47.23071,3,1410000,50000,50000,0.933774834,0.033112583,0.033112583
9122,2019-04-02 1:00,56,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,necessaries,440000,1650000,4,1,25,0,0,92,2,0,3.75,23.72,12.32,47.23071,3,50000,1550000,50000,0.03030303,0.939393939,0.03030303
9131,2019-04-02 6:00,60,100294,200954,세균싹 행주티슈,kitchen,39900,45183000,4,2,6,0,1,92,2,0,1132.406015,25.68,15.08,48.897877,3,9888000,14378000,20917000,0.21884337,0.318217029,0.462939601
9134,2019-04-02 7:00,60,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,underwear,39900,74880000,4,2,7,0,1,92,2,0,1876.691729,26.84,16.16,48.897877,3,16166000,28431000,30283000,0.215892094,0.3796875,0.404420406
9137,2019-04-02 8:00,60,100066,200156,무이자 아이넥스 프리미엄 올스텐 싱크선반,kitchen,94800,30882000,4,2,8,0,1,92,2,0,325.7594937,29.56,16,48.897877,3,5317000,6289000,19276000,0.172171491,0.203646137,0.624182372
