month,day,요일,hour,minute,노출(분),repeat,상품군,마더코드,상품코드,items,상품명,pay_type,판매단가,취급액/total,취급액
3,5,1,21,20,20,3,가전,100148,200433,6, LG 울트라HD TV 55UK6800HNC,2,1440000,0.002717244,1
3,5,1,21,20,20,3,가전,100148,200509,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.273118078,14549000
3,5,1,21,20,20,3,가전,100148,200442,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.416214143,27133000
3,5,1,21,20,20,3,가전,100148,200516,6, LG 울트라HD TV 70UK6800HNC,1,2700000,0.250443599,6916000
3,5,1,21,20,20,3,가전,100148,200449,6, LG 울트라HD TV 70UK6800HNC,2,2990000,0.993501852,15289000
3,5,1,21,40,20,3,가전,100148,200500,6, LG 울트라HD TV 55UK6800HNC,1,1300000,0.499056319,13221000
3,5,1,21,40,20,3,가전,100148,200433,6, LG 울트라HD TV 55UK6800HNC,2,1440000,0.994565513,18301000
3,5,1,21,40,20,3,가전,100148,200509,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.363675615,19373000
3,5,1,21,40,20,3,가전,100148,200442,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.583018868,38007000
3,5,1,21,40,20,3,가전,100148,200516,6, LG 울트라HD TV 70UK6800HNC,1,2700000,0.00181061,1
3,5,1,21,40,20,3,가전,100148,200449,6, LG 울트라HD TV 70UK6800HNC,2,2990000,0.003249074,1
3,5,1,22,0,20,3,가구,100205,200733,3,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,0.256022593,16409000
3,5,1,22,0,20,3,가구,100205,200732,3,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,0.259506914,11410000
3,5,1,22,0,20,3,가구,100205,200731,3,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,0.107870127,5329000
3,5,1,22,20,20,3,가구,100205,200733,3,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,0.488001623,31277000
3,5,1,22,20,20,3,가구,100205,200732,3,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,0.11187682,4919000
3,5,1,22,20,20,3,가구,100205,200731,3,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,0.250273268,12364000
3,5,1,22,40,20,3,가구,100205,200733,3,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,0.255975785,16406000
3,5,1,22,40,20,3,가구,100205,200732,3,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,0.628616266,27639000
3,5,1,22,40,20,3,가구,100205,200731,3,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,0.641856605,31709000
3,5,1,23,0,20,3,생활용품,100501,201514,1,노비타 스마트 비데,0,189000,0.193029667,23528000
3,5,1,23,20,20,3,생활용품,100501,201514,1,노비타 스마트 비데,0,189000,0.280322919,34168000
3,5,1,23,40,20,3,생활용품,100501,201514,1,노비타 스마트 비데,0,189000,0.526647414,64192000
3,5,1,24,0,20,3,속옷,100607,201879,1,푸마 드라이셀 퓨징 브라세트 패키지,0,139000,0.218346595,18961000
3,5,1,24,20,20,3,속옷,100607,201879,1,푸마 드라이셀 퓨징 브라세트 패키지,0,139000,0.41673672,36189000
3,5,1,24,40,20,3,속옷,100607,201879,1,푸마 드라이셀 퓨징 브라세트 패키지,0,139000,0.364916685,31689000
3,5,1,25,0,20,3,속옷,100610,201881,2,푸마 드로즈 블랙에디션 패키지,0,89000,0.198295157,4164000
3,5,1,25,0,20,3,속옷,100610,201908,2,푸마 트렁크 블랙에디션 패키지,0,89000,0.429459064,1175000
3,5,1,25,20,20,3,속옷,100610,201881,2,푸마 드로즈 블랙에디션 패키지,0,89000,0.55212153,11594000
3,5,1,25,20,20,3,속옷,100610,201908,2,푸마 트렁크 블랙에디션 패키지,0,89000,0.15497076,424000
3,5,1,25,40,16,3,속옷,100610,201881,2,푸마 드로즈 블랙에디션 패키지,0,89000,0.249583313,5241000
3,5,1,25,40,16,3,속옷,100610,201908,2,푸마 트렁크 블랙에디션 패키지,0,89000,0.415570175,1137000
3,6,2,6,0,20,3,주방,100294,200954,1,세균싹 행주티슈,0,39900,0.209049335,9051000
3,6,2,6,20,20,3,주방,100294,200954,1,세균싹 행주티슈,0,39900,0.254319106,11011000
3,6,2,6,40,20,3,주방,100294,200954,1,세균싹 행주티슈,0,39900,0.536631559,23234000
3,6,2,7,0,20,3,의류,100214,200760,1,에르나벨 체크배색 데일리 트렌치코트,0,49000,0.225462856,16574000
3,6,2,7,20,20,3,의류,100214,200760,1,에르나벨 체크배색 데일리 트렌치코트,0,49000,0.335827291,24687000
3,6,2,7,40,20,3,의류,100214,200760,1,에르나벨 체크배색 데일리 트렌치코트,0,49000,0.438709853,32250000
3,6,2,8,0,20,3,건강기능,100309,200992,1,닥터 슈퍼 루테인,0,59900,0.177426531,15951000
3,6,2,8,20,20,3,건강기능,100309,200992,1,닥터 슈퍼 루테인,0,59900,0.359580432,32327000
3,6,2,8,40,20,3,건강기능,100309,200992,1,닥터 슈퍼 루테인,0,59900,0.462993037,41624000
3,6,2,9,0,20,3,속옷,100607,201879,1,푸마 드라이셀 퓨징 브라세트 패키지,0,139000,0.136344597,19856000
3,6,2,9,20,20,3,속옷,100607,201879,1,푸마 드라이셀 퓨징 브라세트 패키지,0,139000,0.3569501,51983000
3,6,2,9,40,20,3,속옷,100607,201879,1,푸마 드라이셀 퓨징 브라세트 패키지,0,139000,0.506705303,73792000
3,6,2,10,0,20,3,의류,100452,201401,1,NNF 소프트 베스트 앙상블,0,29900,0.197246992,26610000
3,6,2,10,20,20,3,의류,100452,201401,1,NNF 소프트 베스트 앙상블,0,29900,0.352487269,47553000
3,6,2,10,40,20,3,의류,100452,201401,1,NNF 소프트 베스트 앙상블,0,29900,0.450265739,60744000
3,6,2,11,0,20,3,주방,100837,202465,4, 쿠쿠전기밥솥 10인용,2,218000,0.259444917,11283000
3,6,2,11,0,20,3,주방,100837,202478,4, 쿠쿠전기밥솥 10인용,1,208000,0.180606784,8471000
3,6,2,11,0,20,3,주방,100837,202468,4, 쿠쿠전기밥솥 6인용,2,208000,0.193394111,3882000
3,6,2,11,0,20,3,주방,100837,202471,4,  쿠쿠전기밥솥 6인용,1,198000,0.200924918,3693000
3,6,2,11,20,20,3,주방,100837,202465,4, 쿠쿠전기밥솥 10인용,2,218000,0.33344064,14501000
3,6,2,11,20,20,3,주방,100837,202478,4, 쿠쿠전기밥솥 10인용,1,208000,0.278852099,13079000
3,6,2,11,20,20,3,주방,100837,202468,4, 쿠쿠전기밥솥 6인용,2,208000,0.384247497,7713000
3,6,2,11,20,20,3,주방,100837,202471,4,  쿠쿠전기밥솥 6인용,1,198000,0.201523395,3704000
3,6,2,11,40,20,3,주방,100837,202465,4, 쿠쿠전기밥솥 10인용,2,218000,0.407114443,17705000
3,6,2,11,40,20,3,주방,100837,202478,4, 쿠쿠전기밥솥 10인용,1,208000,0.540541117,25353000
3,6,2,11,40,20,3,주방,100837,202468,4, 쿠쿠전기밥솥 6인용,2,208000,0.422358392,8478000
3,6,2,11,40,20,3,주방,100837,202471,4,  쿠쿠전기밥솥 6인용,1,198000,0.597551687,10983000
3,6,2,12,0,20,3,생활용품,100635,201945,1,바로바로 무선청소기,0,89000,0.165921141,17211000
3,6,2,12,20,20,3,생활용품,100635,201945,1,바로바로 무선청소기,0,89000,0.33433915,34681000
3,6,2,12,40,20,3,생활용품,100635,201945,1,바로바로 무선청소기,0,89000,0.499739709,51838000
3,6,2,13,0,20,3,생활용품,100450,201392,1,코튼데이 유기농 순면 마스크 KF94 60매,0,39900,0.23779671,52725000
3,6,2,13,20,20,3,생활용품,100450,201392,1,코튼데이 유기농 순면 마스크 KF94 60매,0,39900,0.326686902,72434000
3,6,2,13,40,20,3,생활용품,100450,201392,1,코튼데이 유기농 순면 마스크 KF94 60매,0,39900,0.435516388,96564000
3,6,2,14,0,20,3,주방,100088,200236,1,에코라믹 통주물 스톤 냄비세트,0,60900,0.241332158,21355000
3,6,2,14,20,20,3,주방,100088,200236,1,에코라믹 통주물 스톤 냄비세트,0,60900,0.343854534,30427000
3,6,2,14,40,20,3,주방,100088,200236,1,에코라믹 통주물 스톤 냄비세트,0,60900,0.414813308,36706000
3,6,2,15,0,20,3,농수축,100253,200864,1,안동간고등어 20팩,0,30900,0.246360215,29257000
3,6,2,15,20,20,3,농수축,100253,200864,1,안동간고등어 20팩,0,30900,0.329378479,39116000
3,6,2,15,40,20,3,농수축,100253,200864,1,안동간고등어 20팩,0,30900,0.424261307,50384000
3,6,2,16,0,20,3,잡화,100070,200191,1,칼리베이직 여성백 3종세트,0,39900,0.17183011,18242000
3,6,2,16,20,20,3,잡화,100070,200191,1,칼리베이직 여성백 3종세트,0,39900,0.342793629,36392000
3,6,2,16,40,20,3,잡화,100070,200191,1,칼리베이직 여성백 3종세트,0,39900,0.485376261,51529000
3,6,2,17,0,20,3,농수축,100841,202484,1,옛날 그 쥐포 110장 (11팩),0,32900,0.248211132,29936000
3,6,2,17,20,20,3,농수축,100841,202484,1,옛날 그 쥐포 110장 (11팩),0,32900,0.345112639,41623000
3,6,2,17,40,20,3,농수축,100841,202484,1,옛날 그 쥐포 110장 (11팩),0,32900,0.406676229,49048000
3,6,2,18,0,20,3,농수축,100745,202184,1,캘리포니아 카라카라 오렌지 8kg,0,40900,0.21732674,14635000
3,6,2,18,20,20,3,농수축,100745,202184,1,캘리포니아 카라카라 오렌지 8kg,0,40900,0.325552041,21923000
3,6,2,18,40,20,3,농수축,100745,202184,1,캘리포니아 카라카라 오렌지 8kg,0,40900,0.457121219,30783000
3,6,2,19,0,20,3,농수축,100702,202074,1,영산포숙성 홍어8팩+무침3통,0,40900,0.202802893,20187000
3,6,2,19,20,20,3,농수축,100702,202074,1,영산포숙성 홍어8팩+무침3통,0,40900,0.353757284,35213000
3,6,2,19,40,20,3,농수축,100702,202074,1,영산포숙성 홍어8팩+무침3통,0,40900,0.443439823,44140000
3,6,2,20,0,20,3,가구,100500,201510,6,( 삼익가구 LED 제니비 서랍형 침대 SS,1,499000,0.323553738,14083000
3,6,2,20,0,20,3,가구,100500,201504,6,( 삼익가구 LED 제니비 서랍형 침대 SS,2,549000,0.002210629,1
3,6,2,20,0,20,3,가구,100500,201509,6,( 삼익가구 LED 제니비 서랍형 침대 Q,1,549000,0.002211411,1
3,6,2,20,0,20,3,가구,100500,201503,6,( 삼익가구 LED 제니비 서랍형 침대 Q,2,599000,0.00796432,1
3,6,2,20,0,20,3,가구,100500,201508,6,( 삼익가구 LED 제니비 서랍형 침대 K,1,599000,0.004597701,1
3,6,2,20,0,20,3,가구,100500,201502,6,( 삼익가구 LED 제니비 서랍형 침대 K,2,649000,0.004946088,1
3,6,2,20,20,20,3,가구,100500,201510,6,( 삼익가구 LED 제니비 서랍형 침대 SS,1,499000,0.26494509,11532000
3,6,2,20,20,20,3,가구,100500,201504,6,( 삼익가구 LED 제니비 서랍형 침대 SS,2,549000,0.436643381,9876000
3,6,2,20,20,20,3,가구,100500,201509,6,( 삼익가구 LED 제니비 서랍형 침대 Q,1,549000,0.250597081,5666000
3,6,2,20,20,20,3,가구,100500,201503,6,( 삼익가구 LED 제니비 서랍형 침대 Q,2,599000,0.00796432,1
3,6,2,20,20,20,3,가구,100500,201508,6,( 삼익가구 LED 제니비 서랍형 침대 K,1,599000,0.286252874,3113000
3,6,2,20,20,20,3,가구,100500,201502,6,( 삼익가구 LED 제니비 서랍형 침대 K,2,649000,0.497675339,5031000
3,6,2,20,40,20,3,가구,100500,201510,6,( 삼익가구 LED 제니비 서랍형 침대 SS,1,499000,0.411501172,17911000
3,6,2,20,40,20,3,가구,100500,201504,6,( 삼익가구 LED 제니비 서랍형 침대 SS,2,549000,0.56114599,12692000
3,6,2,20,40,20,3,가구,100500,201509,6,( 삼익가구 LED 제니비 서랍형 침대 Q,1,549000,0.747191508,16894000
3,6,2,20,40,20,3,가구,100500,201503,6,( 삼익가구 LED 제니비 서랍형 침대 Q,2,599000,0.98407136,6178000
3,6,2,20,40,20,3,가구,100500,201508,6,( 삼익가구 LED 제니비 서랍형 침대 K,1,599000,0.709149425,7712000
3,6,2,20,40,20,3,가구,100500,201502,6,( 삼익가구 LED 제니비 서랍형 침대 K,2,649000,0.497378574,5028000
3,6,2,21,0,20,3,가전,100155,200555,2, LG전자 매직스페이스 냉장고,1,1409000,0.143012313,15668000
3,6,2,21,0,20,3,가전,100155,200488,2, LG전자 매직스페이스 냉장고,2,1549000,0.167326217,8668000
3,6,2,21,20,20,3,가전,100155,200555,2, LG전자 매직스페이스 냉장고,1,1409000,0.28581469,31313000
3,6,2,21,20,20,3,가전,100155,200488,2, LG전자 매직스페이스 냉장고,2,1549000,0.167326217,8668000
3,6,2,21,40,20,3,가전,100155,200555,2, LG전자 매직스페이스 냉장고,1,1409000,0.571172997,62576000
3,6,2,21,40,20,3,가전,100155,200488,2, LG전자 매직스페이스 냉장고,2,1549000,0.665347567,34467000
3,6,2,22,0,20,3,가전,100148,200500,6, LG 울트라HD TV 55UK6800HNC,1,1300000,0.144860215,3368000
3,6,2,22,0,20,3,가전,100148,200433,6, LG 울트라HD TV 55UK6800HNC,2,1440000,0.004483501,1
3,6,2,22,0,20,3,가전,100148,200509,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.08393752,4874000
3,6,2,22,0,20,3,가전,100148,200442,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.250570828,5487000
3,6,2,22,0,20,3,가전,100148,200516,6, LG 울트라HD TV 70UK6800HNC,1,2700000,0.498199107,6916000
3,6,2,22,0,20,3,가전,100148,200449,6, LG 울트라HD TV 70UK6800HNC,2,2990000,0.987108418,7657000
3,6,2,22,20,20,3,가전,100148,200500,6, LG 울트라HD TV 55UK6800HNC,1,1300000,0.427010753,9928000
3,6,2,22,20,20,3,가전,100148,200433,6, LG 울트라HD TV 55UK6800HNC,2,1440000,0.004483501,1
3,6,2,22,20,20,3,가전,100148,200509,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.499354194,28996000
3,6,2,22,20,20,3,가전,100148,200442,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.498858343,10924000
3,6,2,22,20,20,3,가전,100148,200516,6, LG 울트라HD TV 70UK6800HNC,1,2700000,0.498199107,6916000
3,6,2,22,20,20,3,가전,100148,200449,6, LG 울트라HD TV 70UK6800HNC,2,2990000,0.006445791,1
3,6,2,22,40,20,3,가전,100148,200500,6, LG 울트라HD TV 55UK6800HNC,1,1300000,0.428129032,9954000
3,6,2,22,40,20,3,가전,100148,200433,6, LG 울트라HD TV 55UK6800HNC,2,1440000,0.991032999,11052000
3,6,2,22,40,20,3,가전,100148,200509,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.416708285,24197000
3,6,2,22,40,20,3,가전,100148,200442,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.250570828,5487000
3,6,2,22,40,20,3,가전,100148,200516,6, LG 울트라HD TV 70UK6800HNC,1,2700000,0.003601786,1
3,6,2,22,40,20,3,가전,100148,200449,6, LG 울트라HD TV 70UK6800HNC,2,2990000,0.006445791,1
3,6,2,23,0,20,3,속옷,100610,201886,3,푸마 심리스 드로즈 블랙에디션 패키지,0,89000,0.307553467,27093000
3,6,2,23,0,20,3,속옷,100610,201907,3,푸마 트렁크 블랙에디션 패키지,0,89000,0.318413335,8252000
3,6,2,23,0,20,3,속옷,100610,201863,3,푸마 INNO 심리스 롱드로즈 7종,0,89000,0.48449848,797000
3,6,2,23,20,20,3,속옷,100610,201886,3,푸마 심리스 드로즈 블랙에디션 패키지,0,89000,0.351507515,30965000
3,6,2,23,20,20,3,속옷,100610,201907,3,푸마 트렁크 블랙에디션 패키지,0,89000,0.361861398,9378000
3,6,2,23,20,20,3,속옷,100610,201863,3,푸마 INNO 심리스 롱드로즈 7종,0,89000,0.25775076,424000
3,6,2,23,40,20,3,속옷,100610,201886,3,푸마 심리스 드로즈 블랙에디션 패키지,0,89000,0.340939018,30034000
3,6,2,23,40,20,3,속옷,100610,201907,3,푸마 트렁크 블랙에디션 패키지,0,89000,0.319725266,8286000
3,6,2,23,40,20,3,속옷,100610,201863,3,푸마 INNO 심리스 롱드로즈 7종,0,89000,0.25775076,424000
3,6,2,24,0,20,3,속옷,100613,201872,2,푸마 드라이셀 쉐이핑 레깅스 3종,0,59000,0.259984555,13130000
3,6,2,24,0,20,3,속옷,100613,201876,2,푸마 드라이셀 치마레깅스 3종,0,59000,0.216452849,7120000
3,6,2,24,20,20,3,속옷,100613,201872,2,푸마 드라이셀 쉐이핑 레깅스 3종,0,59000,0.363780369,18372000
3,6,2,24,20,20,3,속옷,100613,201876,2,푸마 드라이셀 치마레깅스 3종,0,59000,0.388763908,12788000
3,6,2,24,40,20,3,속옷,100613,201872,2,푸마 드라이셀 쉐이핑 레깅스 3종,0,59000,0.376235075,19001000
3,6,2,24,40,20,3,속옷,100613,201876,2,푸마 드라이셀 치마레깅스 3종,0,59000,0.394783243,12986000
3,6,2,25,0,20,3,의류,100585,201802,1,임페리얼 여성 울 블렌딩 니트 3종,0,49000,0.234652,8405000
3,6,2,25,20,20,3,의류,100585,201802,1,임페리얼 여성 울 블렌딩 니트 3종,0,49000,0.439431587,15740000
3,6,2,25,40,16,3,의류,100585,201802,1,임페리얼 여성 울 블렌딩 니트 3종,0,49000,0.325916413,11674000
3,7,3,6,0,20,3,건강기능,100666,202005,2,"여자를 위한 빨강 팥물, 레드빈 티톡 100포",0,62000,0.185444294,3552000
3,7,3,6,0,20,3,건강기능,100666,202006,2,"여자를 위한 빨강 팥물, 레드빈 티톡 50포",0,42000,0.147286822,209000
3,7,3,6,20,20,3,건강기능,100666,202005,2,"여자를 위한 빨강 팥물, 레드빈 티톡 100포",0,62000,0.333716195,6392000
3,7,3,6,20,20,3,건강기능,100666,202006,2,"여자를 위한 빨강 팥물, 레드빈 티톡 50포",0,42000,0.368569415,523000
3,7,3,6,40,20,3,건강기능,100666,202005,2,"여자를 위한 빨강 팥물, 레드빈 티톡 100포",0,62000,0.480839511,9210000
3,7,3,6,40,20,3,건강기능,100666,202006,2,"여자를 위한 빨강 팥물, 레드빈 티톡 50포",0,42000,0.484143763,687000
3,7,3,7,0,20,3,잡화,100731,202133,2,월드컵 남성 워킹화+슬립온,0,39800,0.230601901,10601000
3,7,3,7,0,20,3,잡화,100731,202142,2,월드컵 여성 워킹화+슬립온,0,39800,0.250581326,10453000
3,7,3,7,20,20,3,잡화,100731,202133,2,월드컵 남성 워킹화+슬립온,0,39800,0.303626199,13958000
3,7,3,7,20,20,3,잡화,100731,202142,2,월드컵 여성 워킹화+슬립온,0,39800,0.349490591,14579000
3,7,3,7,40,20,3,잡화,100731,202133,2,월드컵 남성 워킹화+슬립온,0,39800,0.4657719,21412000
3,7,3,7,40,20,3,잡화,100731,202142,2,월드컵 여성 워킹화+슬립온,0,39800,0.399928083,16683000
3,7,3,8,0,20,3,의류,100377,201221,2,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,0,49900,0.195649675,6809000
3,7,3,8,0,20,3,의류,100377,201227,2,그렉노먼 여성 디보티 컬렉션 트렌치코트 1종,0,49900,0.25261135,16300000
3,7,3,8,20,20,3,의류,100377,201221,2,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,0,49900,0.328343199,11427000
3,7,3,8,20,20,3,의류,100377,201227,2,그렉노먼 여성 디보티 컬렉션 트렌치코트 1종,0,49900,0.370439823,23903000
3,7,3,8,40,20,3,의류,100377,201221,2,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,0,49900,0.476007126,16566000
3,7,3,8,40,20,3,의류,100377,201227,2,그렉노먼 여성 디보티 컬렉션 트렌치코트 1종,0,49900,0.376948827,24323000
3,7,3,9,0,20,3,주방,100771,202251,2, 쿠진나이프케어 살균건조기풀세트,2,159000,0.145501448,6430000
3,7,3,9,0,20,3,주방,100771,202256,2, 쿠진나이프케어 살균건조기풀세트,1,147000,0.080606173,4335000
3,7,3,9,20,20,3,주방,100771,202251,2, 쿠진나이프케어 살균건조기풀세트,2,159000,0.4607395,20361000
3,7,3,9,20,20,3,주방,100771,202256,2, 쿠진나이프케어 살균건조기풀세트,1,147000,0.398716995,21443000
3,7,3,9,40,20,3,주방,100771,202251,2, 쿠진나이프케어 살균건조기풀세트,2,159000,0.393759051,17401000
3,7,3,9,40,20,3,주방,100771,202256,2, 쿠진나이프케어 살균건조기풀세트,1,147000,0.520676832,28002000
3,7,3,10,0,20,3,건강기능,100309,200992,1,닥터 슈퍼 루테인,0,59900,0.190864221,23821000
3,7,3,10,20,20,3,건강기능,100309,200992,1,닥터 슈퍼 루테인,0,59900,0.361064372,45063000
3,7,3,10,40,20,3,건강기능,100309,200992,1,닥터 슈퍼 루테인,0,59900,0.448071407,55922000
3,7,3,11,0,30,2,속옷,100305,200980,1,오모떼 미라클쉐이핑 브라팬티 시즌2,0,99000,0.36406169,34394000
3,7,3,11,30,30,2,속옷,100305,200980,1,오모떼 미라클쉐이핑 브라팬티 시즌2,0,99000,0.63593831,60079000
3,7,3,12,0,20,3,잡화,100070,200191,1,칼리베이직 여성백 3종세트,0,39900,0.201914018,16288000
3,7,3,12,20,20,3,잡화,100070,200191,1,칼리베이직 여성백 3종세트,0,39900,0.293449695,23672000
3,7,3,12,40,20,3,잡화,100070,200191,1,칼리베이직 여성백 3종세트,0,39900,0.504636287,40708000
3,7,3,13,0,20,3,주방,100102,200285,2, 락앤락 유로오븐글라스 세트,1,64800,0.223653528,11893000
3,7,3,13,0,20,3,주방,100102,200282,2, 락앤락 유로오븐글라스 세트,2,69800,0.112446257,1020000
3,7,3,13,20,20,3,주방,100102,200285,2, 락앤락 유로오븐글라스 세트,1,64800,0.308635475,16412000
3,7,3,13,20,20,3,주방,100102,200282,2, 락앤락 유로오븐글라스 세트,2,69800,0.376474479,3415000
3,7,3,13,40,20,3,주방,100102,200285,2, 락앤락 유로오븐글라스 세트,1,64800,0.467710997,24871000
3,7,3,13,40,20,3,주방,100102,200282,2, 락앤락 유로오븐글라스 세트,2,69800,0.511079264,4636000
3,7,3,14,0,20,3,생활용품,100201,200684,1,올바로바른자세밴드 2종세트,0,49800,0.20483233,16260000
3,7,3,14,20,20,3,생활용품,100201,200684,1,올바로바른자세밴드 2종세트,0,49800,0.374303998,29713000
3,7,3,14,40,20,3,생활용품,100201,200684,1,올바로바른자세밴드 2종세트,0,49800,0.420863672,33409000
3,7,3,15,0,30,2,속옷,100081,200218,1,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),0,79900,0.328743879,27124000
3,7,3,15,30,30,2,속옷,100081,200218,1,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),0,79900,0.671256121,55384000
3,7,3,16,0,20,3,농수축,100849,202510,1,멋진밥상 흥양농협 쌀 20kg,0,59900,0.196010853,24057000
3,7,3,16,20,20,3,농수축,100849,202510,1,멋진밥상 흥양농협 쌀 20kg,0,59900,0.3635697,44622000
3,7,3,16,40,20,3,농수축,100849,202510,1,멋진밥상 흥양농협 쌀 20kg,0,59900,0.440419447,54054000
3,7,3,17,0,20,3,농수축,100322,201480,2,국내산 손질갑오징어 9팩,0,49900,0.207763,10716000
3,7,3,17,0,20,3,농수축,100322,201482,2,국내산 특大손질갑오징어 6팩,0,49900,0.243620462,12201000
3,7,3,17,20,20,3,농수축,100322,201480,2,국내산 손질갑오징어 9팩,0,49900,0.368490442,19006000
3,7,3,17,20,20,3,농수축,100322,201482,2,국내산 특大손질갑오징어 6팩,0,49900,0.348468512,17452000
3,7,3,17,40,20,3,농수축,100322,201480,2,국내산 손질갑오징어 9팩,0,49900,0.423746559,21856000
3,7,3,17,40,20,3,농수축,100322,201482,2,국내산 특大손질갑오징어 6팩,0,49900,0.407911026,20429000
3,7,3,18,0,20,3,잡화,100755,202206,1,아가타 여성 주얼 슬립온+스트랩슬립온,0,49900,0.219814209,20894000
3,7,3,18,20,20,3,잡화,100755,202206,1,아가타 여성 주얼 슬립온+스트랩슬립온,0,49900,0.335381314,31879000
3,7,3,18,40,20,3,잡화,100755,202206,1,아가타 여성 주얼 슬립온+스트랩슬립온,0,49900,0.444804478,42280000
3,7,3,19,0,20,3,속옷,100780,202280,1,쿠미투니카 퍼펙트클린 레이스 브라팬티,0,109900,0.14758096,10591000
3,7,3,19,20,20,3,속옷,100780,202280,1,쿠미투니카 퍼펙트클린 레이스 브라팬티,0,109900,0.356669082,25596000
3,7,3,19,40,20,3,속옷,100780,202280,1,쿠미투니카 퍼펙트클린 레이스 브라팬티,0,109900,0.495749958,35577000
3,7,3,20,0,20,3,생활용품,100501,201514,1,노비타 스마트 비데,0,189000,0.127360237,12040000
3,7,3,20,20,20,3,생활용품,100501,201514,1,노비타 스마트 비데,0,189000,0.441614217,41748000
3,7,3,20,40,20,3,생활용품,100501,201514,1,노비타 스마트 비데,0,189000,0.431025546,40747000
3,7,3,21,0,20,3,가구,100505,201545,6,(한샘 HG 화이트 실버슬림 붙박이장(2.2m),1,649000,0.002944121,1
3,7,3,21,0,20,3,가구,100505,201528,6,(한샘 HG 화이트 실버슬림 붙박이장(2.2m),2,749000,0.33314701,1192000
3,7,3,21,0,20,3,가구,100505,201546,6,(한샘 HG 화이트 실버슬림 붙박이장(3.2m),1,1099000,0.003684598,1
3,7,3,21,0,20,3,가구,100505,201529,6,(한샘 HG 화이트 실버슬림 붙박이장(3.2m),2,1199000,0.25167336,1880000
3,7,3,21,0,20,3,가구,100505,201547,6,(한샘 HG 화이트 실버슬림 붙박이장(4.2m),1,1399000,0.223128549,4322000
3,7,3,21,0,20,3,가구,100505,201530,6,(한샘 HG 화이트 실버슬림 붙박이장(4.2m),2,1499000,0.498198847,6915000
3,7,3,21,20,20,3,가구,100505,201545,6,(한샘 HG 화이트 실버슬림 붙박이장(2.2m),1,649000,0.294470942,5001000
3,7,3,21,20,20,3,가구,100505,201528,6,(한샘 HG 화이트 실버슬림 붙박이장(2.2m),2,749000,0.652878703,2336000
3,7,3,21,20,20,3,가구,100505,201546,6,(한샘 HG 화이트 실버슬림 붙박이장(3.2m),1,1099000,0.374428887,5081000
3,7,3,21,20,20,3,가구,100505,201529,6,(한샘 HG 화이트 실버슬림 붙박이장(3.2m),2,1199000,0.496519411,3709000
3,7,3,21,20,20,3,가구,100505,201547,6,(한샘 HG 화이트 실버슬림 붙박이장(4.2m),1,1399000,0.553742901,10726000
3,7,3,21,20,20,3,가구,100505,201530,6,(한샘 HG 화이트 실버슬림 붙박이장(4.2m),2,1499000,0.333285303,4626000
3,7,3,21,40,20,3,가구,100505,201545,6,(한샘 HG 화이트 실버슬림 붙박이장(2.2m),1,649000,0.702584938,11932000
3,7,3,21,40,20,3,가구,100505,201528,6,(한샘 HG 화이트 실버슬림 붙박이장(2.2m),2,749000,0.013974287,1
3,7,3,21,40,20,3,가구,100505,201546,6,(한샘 HG 화이트 실버슬림 붙박이장(3.2m),1,1099000,0.621886514,8439000
3,7,3,21,40,20,3,가구,100505,201529,6,(한샘 HG 화이트 실버슬림 붙박이장(3.2m),2,1199000,0.251807229,1881000
3,7,3,21,40,20,3,가구,100505,201547,6,(한샘 HG 화이트 실버슬림 붙박이장(4.2m),1,1399000,0.223128549,4322000
3,7,3,21,40,20,3,가구,100505,201530,6,(한샘 HG 화이트 실버슬림 붙박이장(4.2m),2,1499000,0.16851585,2339000
3,7,3,22,0,20,3,속옷,100613,201872,2,푸마 드라이셀 쉐이핑 레깅스 3종,0,59000,0.163861918,7780000
3,7,3,22,0,20,3,속옷,100613,201876,2,푸마 드라이셀 치마레깅스 3종,0,59000,0.17644811,5541000
